concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
directions.where-is,{} ક્યાં છે?,,{} kyāṁ chē?,{} kjã cʰeː,where is {}?,2,gu-agent-v1;ipa=espeak
directions.how-do-i-get-to,{} કેવી રીતે જવું?,,{} kēvī rītē javuṁ?,{} keːʋi ɾiːteː ɟʌʋũ,how to go {}?,2,gu-agent-v1;ipa=espeak
directions.is-it-far,દૂર છે?,,dūr chē?,duːɾ cʰeː,is it far?,2,gu-agent-v1;ipa=espeak
directions.how-long-on-foot,ચાલતાં કેટલી વાર?,,cālatāṁ kēṭalī vār?,caːlʌtã keːʈʌli ʋaːɾ,how long on foot?,2,gu-agent-v1;ipa=espeak
directions.please-show-me-on-the-map,નકશામાં બતાવો,,nakaśāmāṁ batāvō,nəkʃaːmã bətaːʋoː,show on the map,2,gu-agent-v1;ipa=espeak
directions.where-is-the-nearest,સૌથી નજીકનું {} ક્યાં છે?,,sauthī najīkanuṁ {} kyāṁ chē?,sɔtʰi nəɟikʌnũ {} kjã cʰeː,where is the nearest {}?,2,gu-agent-v1;ipa=espeak
directions.where-am-i,હું ક્યાં છું?,,huṁ kyāṁ chuṁ?,hũ kjã cʰũ,where am I?,2,gu-agent-v1;ipa=espeak
directions.which-way,કઈ તરફ?,,kaī taraph?,kʌi təɾʌpʰ,in which direction?,2,gu-agent-v1;ipa=espeak
directions.can-i-walk-there,ચાલતાં જવાય?,,cālatāṁ javāy?,caːlʌtã ɟəʋaːjə,is it walkable?,2,gu-agent-v1;ipa=espeak
directions.how-far-is-it,કેટલું દૂર છે?,,kēṭaluṁ dūr chē?,keːʈʌlũ duːɾ cʰeː,how far is it?,2,gu-agent-v1;ipa=espeak
directions.which-exit,કયો દરવાજો?,,kayō daravājō?,kʌjoː dəɾʋaːɟoː,which gate?,2,gu-agent-v1;ipa=espeak
directions.can-you-show-me-the-way,રસ્તો બતાવી આપો,,rastō batāvī āpō,ɾʌstoː bətaːʋi aːpoː,show me the way,2,gu-agent-v1;ipa=espeak
directions.north,ઉત્તર,,uttar,ʊttəɾ,north,2,gu-agent-v1;ipa=espeak
directions.south,દક્ષિણ,,dakṣiṇ,dəkʃɪɳ,south,2,gu-agent-v1;ipa=espeak
directions.east,પૂર્વ,,pūrv,puːɾʋ,east,2,gu-agent-v1;ipa=espeak
directions.west,પશ્ચિમ,,paścim,pəʃcɪm,west,2,gu-agent-v1;ipa=espeak
quick-directions.go-straight,સીધા જાઓ,,sīdhā jāō,siːdʰaː ɟaːoː,go straight,2,gu-agent-v1;ipa=espeak
quick-directions.turn-left,ડાબે વળો,,ḍābē vaḷō,ɖaːbeː ʋʌɭoː,turn to the left,2,gu-agent-v1;ipa=espeak
quick-directions.turn-right,જમણે વળો,,jamaṇē vaḷō,ɟəmʌɳeː ʋʌɭoː,turn to the right,2,gu-agent-v1;ipa=espeak
quick-directions.this-way,આ તરફ,,ā taraph,aː təɾʌpʰ,this way,2,gu-agent-v1;ipa=espeak
quick-directions.that-way,એ તરફ,,ē taraph,eː təɾʌpʰ,that way,2,gu-agent-v1;ipa=espeak
quick-directions.on-the-left,ડાબી બાજુ,,ḍābī bāju,ɖaːbi baːɟu,on the left side,2,gu-agent-v1;ipa=espeak
quick-directions.on-the-right,જમણી બાજુ,,jamaṇī bāju,ɟəmʌɳi baːɟu,on the right side,2,gu-agent-v1;ipa=espeak
quick-directions.across-from-here,રસ્તાની સામી બાજુ,,rastānī sāmī bāju,ɾəstaːni saːmi baːɟu,across the road,2,gu-agent-v1;ipa=espeak
quick-directions.in-front,સામે,,sāmē,saːmeː,in front,2,gu-agent-v1;ipa=espeak
quick-directions.behind,પાછળ,,pāchaḷ,paːcʰʌɭ,behind,2,gu-agent-v1;ipa=espeak
taxi.please-take-me-here,મને અહીં લઈ જાઓ,,manē ahīṁ laī jāō,mʌneː ɛhĩ lʌi ɟaːoː,take me here,2,gu-agent-v1;ipa=espeak
taxi.please-send-me-the-address,સરનામું મોકલી આપો,,saranāmuṁ mōkalī āpō,səɾnaːmũ moːkʌli aːpoː,send me the address,2,gu-agent-v1;ipa=espeak
taxi.we-need-the-east-gate-not-the-south-gate,"અમને પૂર્વ દરવાજો જોઈએ, દક્ષિણ નહીં",,"amanē pūrv daravājō jōīē, dakṣiṇ nahīṁ","ʌmʌneː puːɾʋ dəɾʋaːɟoː ɟoːiːeː, dəkʃɪɳ nʌhĩ","we need the east gate, not the south",2,gu-agent-v1;ipa=espeak
taxi.please-stop-here,અહીં ઊભા રાખો,,ahīṁ ūbhā rākhō,ɛhĩ ubʰaː ɾaːkʰoː,stop here,2,gu-agent-v1;ipa=espeak
taxi.can-you-wait-for-me-here,જરા અહીં થોભી જાઓ,,jarā ahīṁ thōbhī jāō,ɟʌɾaː ɛhĩ tʰoːbʰi ɟaːoː,wait here a little,2,gu-agent-v1;ipa=espeak
taxi.we-need-to-catch-the-high-speed-train,અમારે ઝડપી ટ્રેન પકડવી છે,,amārē jhaḍapī ṭrēn pakaḍavī chē,ʌmaːɾeː zəɖʌpi ʈɾeːn pəkəɖʌʋi cʰeː,we have to catch the fast train,2,gu-agent-v1;ipa=espeak
taxi.please-use-the-meter,મીટરથી ચલાવો,,mīṭarathī calāvō,miːʈəɾʌtʰi cəlaːʋoː,run it by the meter,2,gu-agent-v1;ipa=espeak
taxi.i-will-get-off-here,મારે અહીં ઊતરવું છે,,mārē ahīṁ ūtaravuṁ chē,maːɾeː ɛhĩ utəɾʌʋũ cʰeː,I have to get off here,2,gu-agent-v1;ipa=espeak
