concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
emergency-medical.help,બચાવો!,,bacāvō!,bəcaːʋoː,save (me)!,2,gu-med-v1;ipa=espeak
emergency-medical.please-call-an-ambulance,એમ્બ્યુલન્સ બોલાવો,,ēmbyulans bōlāvō,eːmbjulʌns boːlaːʋoː,call an ambulance,2,gu-med-v1;ipa=espeak
emergency-medical.i-need-a-doctor,મને ડૉક્ટર જોઈએ છે,,manē ḍôkṭar jōīē chē,mʌneː ɖɔkʈəɾ ɟoːiːeː cʰeː,I need a doctor,2,gu-med-v1;ipa=espeak
emergency-medical.i-am-sick,હું બીમાર છું,,huṁ bīmār chuṁ,hũ biːmaːɾ cʰũ,I am ill,2,gu-med-v1;ipa=espeak
emergency-medical.i-am-injured,મને ઈજા થઈ છે,,manē ījā thaī chē,mʌneː iːɟaː tʰʌi cʰeː,to me injury has happened — no gender agreement,2,gu-med-v1;ipa=espeak
emergency-medical.it-hurts-here,અહીં દુખે છે,,ahīṁ dukhē chē,ɛhĩ dukʰeː cʰeː,it hurts here,2,gu-med-v1;ipa=espeak
emergency-medical.where-is-a-pharmacy,દવાની દુકાન ક્યાં છે?,મેડિકલ સ્ટોર,davānī dukān kyāṁ chē?,dəʋaːni dukaːn kjã cʰeː,where is the medicine shop?,2,gu-med-v1;ipa=espeak
emergency-medical.please-take-me-to-a-hospital,મને હૉસ્પિટલ લઈ જાઓ,દવાખાનું,manē hôspiṭal laī jāō,mʌneː hɔspɪʈʌl lʌi ɟaːoː,take me to a hospital,2,gu-med-v1;ipa=espeak
emergency-medical.i-feel-unwell,મારી તબિયત ઠીક નથી,,mārī tabiyat ṭhīk nathī,maːɾi təbɪjət ʈʰiːk nʌtʰi,my health is not fine,2,gu-med-v1;ipa=espeak
emergency-medical.this-is-an-emergency,આ ઇમરજન્સી છે,,ā imarajansī chē,aː ɪməɾəɟʌnsi cʰeː,this is an emergency,2,gu-med-v1;ipa=espeak
emergency-medical.i-am-having-a-severe-allergic-reaction,મને એનાફિલૅક્સિસ થઈ રહ્યું છે — ગંભીર એલર્જી,,manē ēnāphilêksis thaī rahyuṁ chē — gaṁbhīr ēlarjī,mʌneː eːnaːpʰɪlɛksɪs tʰʌi ɾʌhjũ cʰeː ɡʌmbʰiɾ eːlʌɾɟi,"anaphylaxis — the transliterated term first, because that is the word a dispatcher acts on",2,gu-med-v1;ipa=espeak
