sample_id	sample_type	sample_order	raw_file	extraction_date	acquisition_date	lc_column_id
QC_PREFA01	QC-DriftCorrection	6	B0000f_MoTrPAC_PASS_1A-1C_18month_HP-PREFA01.raw	2024-09-16	2024-09-16	186002015_01133332714716
QC_PREFB01	QC-Pooled	7	B0000g_MoTrPAC_PASS_1A-1C_18month_HP-PREFB01.raw	2024-09-16	2024-09-16	186002015_01133332714716
11187041003	Sample	8	B0001_MoTrPAC_Tranche1_HumanMuscle_HP-11187041003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11187021003	Sample	9	B0002_MoTrPAC_Tranche1_HumanMuscle_HP-11187021003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11187031003	Sample	10	B0003_MoTrPAC_Tranche1_HumanMuscle_HP-11187031003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11187011003	Sample	11	B0004_MoTrPAC_Tranche1_HumanMuscle_HP-11187011003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11901011003	Sample	12	B0005_MoTrPAC_Tranche1_HumanMuscle_HP-11901011003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11901031003	Sample	13	B0006_MoTrPAC_Tranche1_HumanMuscle_HP-11901031003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11112011003	Sample	14	B0007_MoTrPAC_Tranche1_HumanMuscle_HP-11112011003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11646031003	Sample	15	B0008_MoTrPAC_Tranche1_HumanMuscle_HP-11646031003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11646011003	Sample	16	B0009_MoTrPAC_Tranche1_HumanMuscle_HP-11646011003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11739011003	Sample	17	B0010_MoTrPAC_Tranche1_HumanMuscle_HP-11739011003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11739021003	Sample	18	B0011_MoTrPAC_Tranche1_HumanMuscle_HP-11739021003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11753011003	Sample	19	B0012_MoTrPAC_Tranche1_HumanMuscle_HP-11753011003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11198041003	Sample	20	B0013_MoTrPAC_Tranche1_HumanMuscle_HP-11198041003.raw	2024-09-16	2024-09-16	186002015_01133332714716
11198011003	Sample	21	B0014_MoTrPAC_Tranche1_HumanMuscle_HP-11198011003.raw	2024-09-16	2024-09-17	186002015_01133332714716
11628011003	Sample	22	B0015_MoTrPAC_Tranche1_HumanMuscle_HP-11628011003.raw	2024-09-16	2024-09-17	186002015_01133332714716
11628021003	Sample	23	B0016_MoTrPAC_Tranche1_HumanMuscle_HP-11628021003.raw	2024-09-16	2024-09-17	186002015_01133332714716
11094021003	Sample	24	B0017_MoTrPAC_Tranche1_HumanMuscle_HP-11094021003.raw	2024-09-16	2024-09-17	186002015_01133332714716
11094011003	Sample	25	B0018_MoTrPAC_Tranche1_HumanMuscle_HP-11094011003.raw	2024-09-16	2024-09-17	186002015_01133332714716
11094041003	Sample	26	B0019_MoTrPAC_Tranche1_HumanMuscle_HP-11094041003.raw	2024-09-16	2024-09-17	186002015_01133332714716
QC_PREFB02	QC-Pooled	29	B0020b_MoTrPAC_Tranche1_HumanMuscle_HP-PREFB02.raw	2024-09-16	2024-09-17	186002015_01133332714716
11548011003	Sample	30	B0021_MoTrPAC_Tranche1_HumanMuscle_HP-11548011003.raw	2024-09-16	2024-09-17	186002015_01133332714716
12093011003	Sample	32	B0023_MoTrPAC_Tranche1_HumanMuscle_HP-12093011003.raw	2024-09-16	2024-09-17	186002015_01133332714716
12093041003	Sample	33	B0024_MoTrPAC_Tranche1_HumanMuscle_HP-12093041003.raw	2024-09-16	2024-09-17	186002015_01133332714716
11601011003	Sample	34	B0025_MoTrPAC_Tranche1_HumanMuscle_HP-11601011003.raw	2024-09-16	2024-09-17	186002015_01133332714716
11601031003	Sample	35	B0026_MoTrPAC_Tranche1_HumanMuscle_HP-11601031003.raw	2024-09-16	2024-09-17	186002015_01133332714716
11241011003	Sample	36	B0027_MoTrPAC_Tranche1_HumanMuscle_HP-11241011003.raw	2024-09-16	2024-09-17	186002015_01133332714716
11241031003	Sample	37	B0028_MoTrPAC_Tranche1_HumanMuscle_HP-11241031003.raw	2024-09-16	2024-09-17	186002015_01133332714716
