sample_id	sample_type	sample_order	raw_file	extraction_date	acquisition_date	lc_column_id
QC_PREFA01	QC-DriftCorrection	6	B0000f_MoTrPAC_Tranche3_HumanMuscle_HP-PREFA01.raw	2024-10-14	2024-10-14	186002015_01133320818710
QC_PREFB01	QC-Pooled	7	B0000g_MoTrPAC_Tranche3_HumanMuscle_HP-PREFB01.raw	2024-10-14	2024-10-14	186002015_01133320818710
12157021003	Sample	8	B0001_MoTrPAC_Tranche3_HumanMuscle_HP-12157021003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12157011003	Sample	9	B0002_MoTrPAC_Tranche3_HumanMuscle_HP-12157011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12579011003	Sample	10	B0003_MoTrPAC_Tranche3_HumanMuscle_HP-12579011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12579041003	Sample	11	B0004_MoTrPAC_Tranche3_HumanMuscle_HP-12579041003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12268011003	Sample	12	B0005_MoTrPAC_Tranche3_HumanMuscle_HP-12268011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12723031003	Sample	13	B0006_MoTrPAC_Tranche3_HumanMuscle_HP-12723031003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12723011003	Sample	14	B0007_MoTrPAC_Tranche3_HumanMuscle_HP-12723011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11820031003	Sample	15	B0008_MoTrPAC_Tranche3_HumanMuscle_HP-11820031003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11820011003	Sample	16	B0009_MoTrPAC_Tranche3_HumanMuscle_HP-11820011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11360011003	Sample	17	B0010_MoTrPAC_Tranche3_HumanMuscle_HP-11360011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12412011003	Sample	18	B0011_MoTrPAC_Tranche3_HumanMuscle_HP-12412011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12412031003	Sample	19	B0012_MoTrPAC_Tranche3_HumanMuscle_HP-12412031003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12720021003	Sample	20	B0013_MoTrPAC_Tranche3_HumanMuscle_HP-12720021003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12720011003	Sample	21	B0014_MoTrPAC_Tranche3_HumanMuscle_HP-12720011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12240021003	Sample	22	B0015_MoTrPAC_Tranche3_HumanMuscle_HP-12240021003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12240011003	Sample	23	B0016_MoTrPAC_Tranche3_HumanMuscle_HP-12240011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11464011003	Sample	24	B0017_MoTrPAC_Tranche3_HumanMuscle_HP-11464011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11464021003	Sample	25	B0018_MoTrPAC_Tranche3_HumanMuscle_HP-11464021003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11464031003	Sample	26	B0019_MoTrPAC_Tranche3_HumanMuscle_HP-11464031003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11464041003	Sample	27	B0020_MoTrPAC_Tranche3_HumanMuscle_HP-11464041003.raw	2024-10-14	2024-10-15	186002015_01133320818710
QC_PREFA02	QC-DriftCorrection	28	B0020a_MoTrPAC_Tranche3_HumanMuscle_HP-PREFA02.raw	2024-10-14	2024-10-15	186002015_01133320818710
QC_PREFB02	QC-Pooled	29	B0020b_MoTrPAC_Tranche3_HumanMuscle_HP-PREFB02.raw	2024-10-14	2024-10-15	186002015_01133320818710
12173011003	Sample	30	B0021_MoTrPAC_Tranche3_HumanMuscle_HP-12173011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12173021003	Sample	31	B0022_MoTrPAC_Tranche3_HumanMuscle_HP-12173021003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12408011003	Sample	32	B0023_MoTrPAC_Tranche3_HumanMuscle_HP-12408011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12408031003	Sample	33	B0024_MoTrPAC_Tranche3_HumanMuscle_HP-12408031003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12863041003	Sample	34	B0025_MoTrPAC_Tranche3_HumanMuscle_HP-12863041003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12863011003	Sample	35	B0026_MoTrPAC_Tranche3_HumanMuscle_HP-12863011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12591021003	Sample	36	B0027_MoTrPAC_Tranche3_HumanMuscle_HP-12591021003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12591011003	Sample	37	B0028_MoTrPAC_Tranche3_HumanMuscle_HP-12591011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11501041003	Sample	38	B0029_MoTrPAC_Tranche3_HumanMuscle_HP-11501041003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11501031003	Sample	39	B0030_MoTrPAC_Tranche3_HumanMuscle_HP-11501031003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11501021003	Sample	40	B0031_MoTrPAC_Tranche3_HumanMuscle_HP-11501021003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11501011003	Sample	41	B0032_MoTrPAC_Tranche3_HumanMuscle_HP-11501011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11533011003	Sample	42	B0033_MoTrPAC_Tranche3_HumanMuscle_HP-11533011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11533021003	Sample	43	B0034_MoTrPAC_Tranche3_HumanMuscle_HP-11533021003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11533041003	Sample	44	B0035_MoTrPAC_Tranche3_HumanMuscle_HP-11533041003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11533031003	Sample	45	B0036_MoTrPAC_Tranche3_HumanMuscle_HP-11533031003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11454011003	Sample	46	B0037_MoTrPAC_Tranche3_HumanMuscle_HP-11454011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11454021003	Sample	47	B0038_MoTrPAC_Tranche3_HumanMuscle_HP-11454021003.raw	2024-10-14	2024-10-15	186002015_01133320818710
11454041003	Sample	48	B0039_MoTrPAC_Tranche3_HumanMuscle_HP-11454041003.raw	2024-10-14	2024-10-15	186002015_01133320818710
12176011003	Sample	49	B0040_MoTrPAC_Tranche3_HumanMuscle_HP-12176011003.raw	2024-10-14	2024-10-15	186002015_01133320818710
QC_PREFA03	QC-DriftCorrection	50	B0040a_MoTrPAC_Tranche3_HumanMuscle_HP-PREFA03.raw	2024-10-14	2024-10-15	186002015_01133320818710
QC_PREFB03	QC-Pooled	51	B0040b_MoTrPAC_Tranche3_HumanMuscle_HP-PREFB03.raw	2024-10-14	2024-10-16	186002015_01133320818710
12176041003	Sample	52	B0041_MoTrPAC_Tranche3_HumanMuscle_HP-12176041003.raw	2024-10-14	2024-10-16	186002015_01133320818710
12522031003	Sample	53	B0042_MoTrPAC_Tranche3_HumanMuscle_HP-12522031003.raw	2024-10-14	2024-10-16	186002015_01133320818710
12522011003	Sample	54	B0043_MoTrPAC_Tranche3_HumanMuscle_HP-12522011003.raw	2024-10-14	2024-10-16	186002015_01133320818710
11461011003	Sample	55	B0044_MoTrPAC_Tranche3_HumanMuscle_HP-11461011003.raw	2024-10-14	2024-10-16	186002015_01133320818710
