concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
numbers-money.l-ng,нуль,,nul,nˈuʎ,,2,uk-agent-v1;ipa=espeak
numbers-money.y,один,,odyn,ˈodɪn,,2,uk-agent-v1;ipa=espeak
numbers-money.r,два,,dva,dʋˈa,,2,uk-agent-v1;ipa=espeak
numbers-money.s-n,три,,try,trˈɪ,,2,uk-agent-v1;ipa=espeak
numbers-money.s,чотири,,chotyry,tʃotˈɪrɪ,,2,uk-agent-v1;ipa=espeak
numbers-money.w,п'ять,,piat,pjˈat,,2,uk-agent-v1;ipa=espeak
numbers-money.li,шість,,shist,ʃˈiːst,,2,uk-agent-v1;ipa=espeak
numbers-money.q,сім,,sim,sˈiːm,,2,uk-agent-v1;ipa=espeak
numbers-money.b,вісім,,visim,ʋˈiːsiːm,,2,uk-agent-v1;ipa=espeak
numbers-money.ji,дев'ять,,deviat,dˈɛʋjat,,2,uk-agent-v1;ipa=espeak
numbers-money.sh,десять,,desiat,dˈɛsjat,,2,uk-agent-v1;ipa=espeak
numbers-money.y-b-i,сто,,sto,stˈo,,2,uk-agent-v1;ipa=espeak
numbers-money.y-qi-n,тисяча,,tysiacha,tɪsjˈatʃa,,2,uk-agent-v1;ipa=espeak
numbers-money.y-w-n,десять тисяч,,desiat tysiach,dˈɛsjat tɪsjˈatʃ,,2,uk-agent-v1;ipa=espeak
numbers-money.b-n,половина,,polovyna,polˈoʋɪna,,2,uk-agent-v1;ipa=espeak
atm-cash.where-is-an-atm,Де банкомат?,,De bankomat?,dˈɛ bankomˈat,,2,uk-agent-v1;ipa=espeak
atm-cash.does-this-atm-take-foreign-cards,Цей банкомат приймає іноземні картки?,,Tsei bankomat pryimaie inozemni kartky?,tsˈɛj bankomˈat prɪjmˈajɛ iːnozˈɛmɲiː kˈartkɪ,,2,uk-agent-v1;ipa=espeak
atm-cash.the-atm-kept-my-card,Банкомат забрав мою картку.,,Bankomat zabrav moiu kartku.,bankomˈad zˈabraʋ mˈoju kˈartku,,2,uk-agent-v1;ipa=espeak
atm-cash.is-there-a-fee,Є комісія?,,Ye komisiia?,jˈɛ komˈiːsiːja,,2,uk-agent-v1;ipa=espeak
atm-cash.the-card-was-declined,Картку не прийняли.,,Kartku ne pryinialy.,kˈartku nˈɛ prɪjɲˈalɪ,,2,uk-agent-v1;ipa=espeak
atm-cash.what-is-the-exchange-rate,Який курс?,,Yakyi kurs?,jakˈɪj kˈurs,,2,uk-agent-v1;ipa=espeak
atm-cash.no-money-came-out,Гроші не вийшли.,,Hroshi ne vyishly.,hrˈoʃiː nˈɛ ʋˈɪjʃlɪ,,2,uk-agent-v1;ipa=espeak
atm-cash.where-can-i-change-money,Де можна обміняти валюту?,,De mozhna obminiaty valiutu?,dˈɛ mˈoʒna obmˈiːɲatɪ ʋaʎˈutu,,2,uk-agent-v1;ipa=espeak
atm-cash.the-machine-is-out-of-service,Банкомат не працює.,,Bankomat ne pratsiuie.,bankomˈat nˈɛ pratsjˈujɛ,,2,uk-agent-v1;ipa=espeak
atm-cash.please-give-me-smaller-notes,"Дайте, будь ласка, менші купюри.",,"Daite, bud laska, menshi kupiury.","dˈajtɛ, bˈud lˈaska, mˈɛnʃiː kupjˈurɪ",,2,uk-agent-v1;ipa=espeak
atm-cash.do-you-have-change,У вас є розмін?,Розміняєте?,U vas ye rozmin?,ˈu ʋˈas jˈɛ rˈozmiːn,,2,uk-agent-v1;ipa=espeak
atm-cash.may-i-pay-in,Можна заплатити в {}?,,Mozhna zaplatyty v {}?,mˈoʒna zaplˈatɪtɪ ʋ {},,2,uk-agent-v1;ipa=espeak
