concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
time-scheduling.what-time-is-it,Котра година?,,Kotra hodyna?,kˈotra hodˈɪna,,2,uk-agent-v1;ipa=espeak
time-scheduling.how-many-minutes,Скільки хвилин?,,Skilky khvylyn?,skˈiːʎkɪ ɣʋˈɪlɪn,,2,uk-agent-v1;ipa=espeak
time-scheduling.what-time-should-we-meet,О котрій зустрінемось?,,O kotrii zustrinemos?,ˈo kˈotriːj zustriːnˈɛmos,,2,uk-agent-v1;ipa=espeak
time-scheduling.can-we-change-the-time,Можна змінити час?,,Mozhna zminyty chas?,mˈoʒna zmiːnˈɪtɪ tʃˈas,,2,uk-agent-v1;ipa=espeak
time-scheduling.when-is-convenient,Коли вам зручно?,,Koly vam zruchno?,kolˈɪ ʋˈam zrˈutʃno,,2,uk-agent-v1;ipa=espeak
time-scheduling.what-is-today-s-date,Яке сьогодні число?,,Yake sohodni chyslo?,jˈakɛ sohˈodɲiː tʃˈɪslo,,2,uk-agent-v1;ipa=espeak
time-scheduling.what-day-is-it-today,Який сьогодні день?,,Yakyi sohodni den?,jakˈɪj sohˈodɲiː dˈɛɲ,,2,uk-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-open,О котрій відкривається?,,O kotrii vidkryvaietsia?,ˈo kˈotriːj ʋiːtkrɪʋˈajɛtsja,,2,uk-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-close,О котрій закривається?,,O kotrii zakryvaietsia?,ˈo kˈotriːj zakrɪʋˈajɛtsja,,2,uk-agent-v1;ipa=espeak
time-scheduling.how-long-does-it-take,Скільки це триває?,,Skilky tse tryvaie?,skˈiːʎkɪ tsˈɛ trɪʋˈajɛ,,2,uk-agent-v1;ipa=espeak
time-words.today,сьогодні,,sohodni,sohˈodɲiː,,2,uk-agent-v1;ipa=espeak
time-words.tomorrow,завтра,,zavtra,zˈaftra,,2,uk-agent-v1;ipa=espeak
time-words.yesterday,вчора,,vchora,ftʃˈora,,2,uk-agent-v1;ipa=espeak
time-words.this-week,цього тижня,,tsoho tyzhnia,tsˈoho tˈɪʒɲa,,2,uk-agent-v1;ipa=espeak
time-words.next-week,наступного тижня,,nastupnoho tyzhnia,nastˈupnoho tˈɪʒɲa,,2,uk-agent-v1;ipa=espeak
time-words.morning,ранок,,ranok,ranˈok,,2,uk-agent-v1;ipa=espeak
time-words.afternoon,день,,den,dˈɛɲ,,2,uk-agent-v1;ipa=espeak
time-words.evening,вечір,,vechir,ʋˈɛtʃiːr,,2,uk-agent-v1;ipa=espeak
time-words.spring,весна,,vesna,ʋˈɛsna,,2,uk-agent-v1;ipa=espeak
time-words.summer,літо,,lito,ʎˈiːto,,2,uk-agent-v1;ipa=espeak
time-words.fall,осінь,,osin,ˈosiːɲ,,2,uk-agent-v1;ipa=espeak
time-words.winter,зима,,zyma,zˈɪma,,2,uk-agent-v1;ipa=espeak
time-words.night,ніч,,nich,ɲˈiːtʃ,,2,uk-agent-v1;ipa=espeak
days-of-week.monday,понеділок,,ponedilok,ponɪdˈiːlok,,2,uk-agent-v1;ipa=espeak
days-of-week.tuesday,вівторок,,vivtorok,ʋiːftˈorok,,2,uk-agent-v1;ipa=espeak
days-of-week.wednesday,середа,,sereda,sɛrˈɛda,,2,uk-agent-v1;ipa=espeak
days-of-week.thursday,четвер,,chetver,tʃɛdʋˈɛr,,2,uk-agent-v1;ipa=espeak
days-of-week.friday,п'ятниця,,piatnytsia,pjatnˈɪtsja,,2,uk-agent-v1;ipa=espeak
days-of-week.saturday,субота,,subota,subˈota,,2,uk-agent-v1;ipa=espeak
days-of-week.sunday,неділя,,nedilia,nɛdˈiːʎa,,2,uk-agent-v1;ipa=espeak
months.january,січень,,sichen,sˈiːtʃɛɲ,,2,uk-agent-v1;ipa=espeak
months.february,лютий,,liutyi,ʎˈutɪj,,2,uk-agent-v1;ipa=espeak
months.march,березень,,berezen,bˈɛrɛzɛɲ,,2,uk-agent-v1;ipa=espeak
months.april,квітень,,kviten,ɡʋˈiːtɛɲ,,2,uk-agent-v1;ipa=espeak
months.may,травень,,traven,trˈaʋɛɲ,,2,uk-agent-v1;ipa=espeak
months.june,червень,,cherven,tʃˈɛrʋɛɲ,,2,uk-agent-v1;ipa=espeak
months.july,липень,,lypen,lˈɪpɛɲ,,2,uk-agent-v1;ipa=espeak
months.august,серпень,,serpen,sˈɛrpɛɲ,,2,uk-agent-v1;ipa=espeak
months.september,вересень,,veresen,ʋˈɛrɛsɛɲ,,2,uk-agent-v1;ipa=espeak
months.october,жовтень,,zhovten,ʒˈoftɛɲ,,2,uk-agent-v1;ipa=espeak
months.november,листопад,,lystopad,lɪstˈopad,,2,uk-agent-v1;ipa=espeak
months.december,грудень,,hruden,hrˈudɛɲ,,2,uk-agent-v1;ipa=espeak
time-words.clock-offset,"Суахілійський годинник рахує від сходу сонця і зсунутий на шість годин відносно того, що на телефоні: saa moja — це 7:00, saa sita — полудень, saa kumi — 16:00. Додайте шість до почутого числа, щоб отримати час за своїм годинником. Надійніше називати час цифрами або запитати saa ngapi za kizungu — час за західним годинником.",,"Suakhiliiskyi hodynnyk rakhuie vid skhodu sontsia i zsunutyi na shist hodyn vidnosno toho, shcho na telefoni: saa moja — tse 7:00, saa sita — poluden, saa kumi — 16:00. Dodaite shist do pochutoho chysla, shchob otrymaty chas za svoim hodynnykom. Nadiinishe nazyvaty chas tsyframy abo zapytaty saa ngapi za kizungu — chas za zakhidnym hodynnykom.",,,2,uk-notes-v1
