concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
emergency-medical.help,বাঁচান!,সাহায্য করুন!,bām̐cāna!,bˈãtʃan,"literally 'save me' -- the Bengali cry for help. The variant is 'help me', which is what you say for something less urgent",2,bn-med-v1;ipa=espeak
emergency-medical.please-call-an-ambulance,দয়া করে অ্যাম্বুলেন্স ডাকুন,,daẏā kare ayāmbulensa ḍākuna,dˈɔa kˈɔɾe ˈæmbulˌenʃɔ ɖˈakun,,2,bn-med-v1;ipa=espeak
emergency-medical.i-need-a-doctor,আমার ডাক্তার দরকার,,āmāra ḍāktāra darakāra,ˌamaɾ ɖˈaktaɾ dɔɾkˈaɾ,,2,bn-med-v1;ipa=espeak
emergency-medical.i-am-sick,আমি অসুস্থ,,āmi asustha,ˌami ˈoʃustʰˌɔ,,2,bn-med-v1;ipa=espeak
emergency-medical.i-am-injured,আমি আহত হয়েছি,,āmi āhata haẏechi,ˌami ˈahɔtˌo hˈɔetʃʰˌi,,2,bn-med-v1;ipa=espeak
emergency-medical.it-hurts-here,এখানে ব্যথা করছে,,ekhāne byathā karache,ˈekʰanˌe bˈætʰa kˈɔɾɔtʃʰˌe,,2,bn-med-v1;ipa=espeak
emergency-medical.where-is-a-pharmacy,ওষুধের দোকান কোথায়?,,oṣudhera dokāna kothāẏa?,ˈoʃudʰˌeɾ dˈokan kˈotʰaj,'medicine shop' -- what a pharmacy is called,2,bn-med-v1;ipa=espeak
emergency-medical.please-take-me-to-a-hospital,দয়া করে আমাকে হাসপাতালে নিয়ে চলুন,,daẏā kare āmāke hāsapātāle niẏe caluna,dˈɔa kˈɔɾe ˈamakˌe hˈaʃɔpˌatalˌe nˈie tʃˈolun,,2,bn-med-v1;ipa=espeak
emergency-medical.i-feel-unwell,আমার শরীর ভালো লাগছে না,,āmāra śarīra bhālo lāgache nā,ˌamaɾ ʃˈoɾiɾ bʰˈalo lˈaɡɔtʃʰˌe nˈa,my body does not feel good,2,bn-med-v1;ipa=espeak
emergency-medical.this-is-an-emergency,এটা জরুরি অবস্থা,,eṭā jaruri abasthā,ˌeʈa ɟˈoɾuɾˌi ˈɔbɔstʰˌa,,2,bn-med-v1;ipa=espeak
