concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
social-basics.hello,হ্যালো,,hyālo,hˈælo,"the English loan, and the one greeting that is religiously neutral. See the polite row",2,bn-agent-v1;ipa=espeak
social-basics.hello-polite,আসসালামু আলাইকুম,নমস্কার,āsasālāmu ālāikuma,ˈaʃɔʃˌalamˌu ˈalaˌikum,"**the choice is religious, not one of register.** আসসালামু আলাইকুম to a Muslim, which is most of Bangladesh; নমস্কার to a Hindu, which is most of West Bengal. হ্যালো is the safe default if you cannot tell",2,bn-agent-v1;ipa=espeak
social-basics.good-morning,শুভ সকাল,,śubha sakāla,ʃˈubʰ ʃˈɔkal,,2,bn-agent-v1;ipa=espeak
social-basics.good-evening,শুভ সন্ধ্যা,,śubha sandhyā,ʃˈubʰ ʃˈɔndʰːa,,2,bn-agent-v1;ipa=espeak
social-basics.goodbye,বিদায়,আল্লাহ হাফেজ,bidāẏa,bˈidaj,"বিদায় is neutral and slightly formal; আল্লাহ হাফেজ is the everyday Bangladeshi parting, and is Muslim",2,bn-agent-v1;ipa=espeak
social-basics.thank-you,ধন্যবাদ,,dhanyabāda,dʰˈɔnæbˌad,,2,bn-agent-v1;ipa=espeak
social-basics.you-are-welcome,স্বাগতম,,sbāgatama,ʃˈaɡɔtˌɔm,"literally 'welcome'. Bengali has no set reply to thanks; this is what is written, and in speech people say nothing",2,bn-agent-v1;ipa=espeak
social-basics.excuse-me-sorry,শুনছেন?,মাফ করবেন,śunachena?,ʃˈunɔtʃʰˌen,'are you listening?' -- the ordinary way to get a stranger's attention. মাফ করবেন is 'forgive me',2,bn-agent-v1;ipa=espeak
social-basics.sorry,দুঃখিত,মাফ করবেন,duḥkhita,dˈukʰitˌo,,2,bn-agent-v1;ipa=espeak
social-basics.no-problem,কোনো সমস্যা নেই,,kono samasyā nei,kˈono ʃˈɔmɔssˌa nˈei,,2,bn-agent-v1;ipa=espeak
social-basics.i-do-not-know,আমি জানি না,,āmi jāni nā,ˌami ɟˈani nˈa,,2,bn-agent-v1;ipa=espeak
social-basics.good-night,শুভ রাত্রি,,śubha rātri,ʃˈubʰ ɾˈatɾi,,2,bn-agent-v1;ipa=espeak
social-basics.okay-fine-i-am-okay,ঠিক আছে,,ṭhika āche,ʈʰˈik ˈatʃʰe,,2,bn-agent-v1;ipa=espeak
communication.i-do-not-speak-this-language,আমি {target} বলতে পারি না,,āmi {target} balate pāri nā,ˌami {target} bˈɔlɔtˌe pˈaɾi nˈa,,2,bn-agent-v1;ipa=espeak
communication.i-speak-only-a-little-of-this,আমি অল্প একটু {target} বলতে পারি,,āmi alpa ekaṭu {target} balate pāri,ˌami ˈɔlpɔ ˈekɔʈˌu {target} bˈɔlɔtˌe pˈaɾi,,2,bn-agent-v1;ipa=espeak
communication.do-you-speak-english,আপনি {source} বলতে পারেন?,,āpani {source} balate pārena?,ˌapɔnˌi {source} bˈɔlɔtˌe pˈaɾen,,2,bn-agent-v1;ipa=espeak
communication.please-speak-more-slowly,দয়া করে একটু ধীরে বলুন,,daẏā kare ekaṭu dhīre baluna,dˈɔa kˈɔɾe ˈekɔʈˌu dʰˈiɾe bˈolun,,2,bn-agent-v1;ipa=espeak
communication.i-do-not-understand-spoken,বুঝতে পারছি না,,bujhate pārachi nā,bˈuɟʰɔtˌe pˈaɾɔtʃʰˌi nˈa,,2,bn-agent-v1;ipa=espeak
