concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
dietary-needs.no-meat,মাংস ছাড়া,,māṁsa chāṛā,mˈaŋʃɔ tʃʰˈaɽa,without meat,2,bn-agent-v1;ipa=espeak
dietary-needs.no-eggs,ডিম ছাড়া,,ḍima chāṛā,ɖˈim tʃʰˈaɽa,without egg,2,bn-agent-v1;ipa=espeak
dietary-needs.not-spicy,ঝাল ছাড়া,,jhāla chāṛā,ɟʰˈal tʃʰˈaɽa,"without chilli heat -- ঝাল is heat, not spice generally",2,bn-agent-v1;ipa=espeak
dietary-needs.less-spicy,কম ঝাল,,kama jhāla,kˈɔm ɟʰˈal,less chilli heat,2,bn-agent-v1;ipa=espeak
dietary-needs.no-peanuts,চিনাবাদাম ছাড়া,,cinābādāma chāṛā,tʃˈinabˌadam tʃʰˈaɽa,without peanut,2,bn-agent-v1;ipa=espeak
dietary-needs.no-nuts,কোনো বাদাম ছাড়া,,kono bādāma chāṛā,kˈono bˈadam tʃʰˈaɽa,"without any বাদাম, which covers every nut; চিনাবাদাম is specifically the peanut",2,bn-allergen-v1;ipa=espeak
dietary-needs.no-seafood,মাছ ও চিংড়ি ছাড়া,,mācha o ciṁṛi chāṛā,mˈatʃʰ o tʃˈiŋɽi tʃʰˈaɽa,"without fish or prawn. 'Seafood' has no single Bengali word, and চিংড়ি -- prawn -- is the shellfish that matters on a menu here",2,bn-allergen-v1;ipa=espeak
dietary-needs.i-am-vegetarian,আমি নিরামিষ খাই,,āmi nirāmiṣa khāi,ˌami nˈiɾamˌiʃ kʰˈai,"I eat নিরামিষ. **Not the same set as 'vegetarian'**: in Bengali usage নিরামিষ excludes fish, egg, onion and garlic as well as meat, so it asks for less than you may mean and never for more",2,bn-diet-v1;ipa=espeak
dietary-needs.i-am-vegan,"আমি দুধ, ডিম, মাংস কিছুই খাই না",,"āmi dudha, ḍima, māṁsa kichui khāi nā","ˌami dˈudʰ, ɖˈim, mˈaŋʃɔ kˈitʃʰuˌi kʰˈai nˈa","I eat no milk, egg or meat at all -- Bengali has no everyday word for 'vegan', so the row enumerates",2,bn-diet-v1;ipa=espeak
dietary-needs.i-do-not-eat,আমি {} খাই না,,āmi {} khāi nā,ˌami {} kʰˈai nˈa,,2,bn-agent-v1;ipa=espeak
dietary-needs.i-am-allergic-to,{} আমার অ্যালার্জি,,{} āmāra ayālārji,{} ˌamaɾ ˈælaɾɟˌi,{} is an allergy of mine,2,bn-allergen-v1;ipa=espeak
dietary-needs.does-it-contain-fish-stock,এতে মাছ দেওয়া আছে কি?,,ete mācha deoẏā āche ki?,ˈete mˈatʃʰ dˈeoˌa ˈatʃʰe ki,"has fish been put in this? Bengali cooking has no 'stock' as a separate item, so the question has to ask about the fish itself",2,bn-allergen-v1;ipa=espeak
dietary-needs.does-it-contain-pork-stock,এতে শুকরের মাংস দেওয়া আছে কি?,,ete śukarera māṁsa deoẏā āche ki?,ˈete ʃˈukɔɾˌeɾ mˈaŋʃɔ dˈeoˌa ˈatʃʰe ki,has pork been put in this?,2,bn-allergen-v1;ipa=espeak
dietary-needs.i-have-a-severe-allergy-to,{} আমার মারাত্মক অ্যালার্জি,,{} āmāra mārātmaka ayālārji,{} ˌamaɾ mˈaɾatmˌɔk ˈælaɾɟˌi,{} is a severe allergy of mine,2,bn-allergen-v1;ipa=espeak
food-ordering.table-for-two,দুজনের জন্য একটা টেবিল,,dujanera janya ekaṭā ṭebila,dˈuɟɔnˌeɾ ɟˈɔnnɔ ˈækʈa ʈˈebil,,2,bn-agent-v1;ipa=espeak
food-ordering.is-a-table-available,টেবিল খালি আছে কি?,,ṭebila khāli āche ki?,ʈˈebil kʰˈali ˈatʃʰe ki,is a table free?,2,bn-agent-v1;ipa=espeak
food-ordering.menu-please,মেনু দিন,,menu dina,mˈenu dˈin,,2,bn-agent-v1;ipa=espeak
food-ordering.i-want-this,আমি এটা চাই,,āmi eṭā cāi,ˌami ˌeʈa tʃˈai,,2,bn-agent-v1;ipa=espeak
food-ordering.do-you-have-drinking-water,খাওয়ার পানি আছে কি?,খাবার জল আছে কি?,khāoẏāra pāni āche ki?,kʰˈaoˌaɾ pˈani ˈatʃʰe ki,পানি is Bangladeshi and জল West Bengali for water,2,bn-agent-v1;ipa=espeak
