concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
numbers-money.l-ng,শূন্য,০,śūnya,ʃˈunnɔ,,2,bn-agent-v1;ipa=espeak
numbers-money.y,এক,১,eka,ˈek,,2,bn-agent-v1;ipa=espeak
numbers-money.r,দুই,২,dui,dˈui,,2,bn-agent-v1;ipa=espeak
numbers-money.li-ng,২ + শ্রেণিবাচক শব্দ,,2 + śreṇibācaka śabda,dˈuj ʃɾˈenibˌatʃɔk ʃˈɔbdɔ,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.s-n,তিন,৩,tina,tˈin,,2,bn-agent-v1;ipa=espeak
numbers-money.s,চার,৪,cāra,tʃˈaɾ,,2,bn-agent-v1;ipa=espeak
numbers-money.w,পাঁচ,৫,pām̐ca,pˈãtʃ,,2,bn-agent-v1;ipa=espeak
numbers-money.li,ছয়,৬,chaẏa,tʃʰˈɔj,,2,bn-agent-v1;ipa=espeak
numbers-money.q,সাত,৭,sāta,ʃˈato,,2,bn-agent-v1;ipa=espeak
numbers-money.b,আট,৮,āṭa,ˈaʈ,,2,bn-agent-v1;ipa=espeak
numbers-money.ji,নয়,৯,naẏa,nˈɔj,,2,bn-agent-v1;ipa=espeak
numbers-money.sh,দশ,১০,daśa,dˈɔʃ,,2,bn-agent-v1;ipa=espeak
numbers-money.y-b-i,একশ,১০০,ekaśa,ˈekɔʃ,,2,bn-agent-v1;ipa=espeak
numbers-money.y-qi-n,এক হাজার,"১,০০০",eka hājāra,ˈek hˈaɟaɾ,,2,bn-agent-v1;ipa=espeak
numbers-money.y-w-n,দশ হাজার,"১০,০০০",daśa hājāra,dˈɔʃ hˈaɟaɾ,,2,bn-agent-v1;ipa=espeak
numbers-money.b-n,আধা,১/২,ādhā,ˈadʰa,half,2,bn-agent-v1;ipa=espeak
numbers-money.yu-n,ইউয়ান,,iuẏāna,ˈiuˌan,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.ku-i,ইউয়ান (কথ্য),,iuẏāna (kathya),ˈiuˌan kˈɔtʰːɔ,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.number-and-classifier-notes,"সংখ্যা গড়ুন: 11 = shi yi; 20 = er shi; 21 = er shi yi। ফোন নম্বরে 1 প্রায়ই yao। শ্রেণিবাচক শব্দ: ge (সাধারণ), wei (মানুষ), zhang (টিকিট, সমতল জিনিস), bei (কাপ), ping (বোতল)। jiao বা mao = 0.1 ইউয়ান; fen = 0.01 ইউয়ান।",,"saṁkhyā gaṛuna: 11 = shi yi; 20 = er shi; 21 = er shi yi। phona nambare 1 prāẏa’i yao। śreṇibācaka śabda: ge (sādhāraṇa), wei (mānuṣa), zhang (ṭikiṭa, samatala jinisa), bei (kāpa), ping (botala)। jiao bā mao = 0.1 iuẏāna; fen = 0.01 iuẏāna।",,,2,bn-notes-v1
numbers-money.2-items,২টি জিনিস,,2ṭi jinisa,dˈuj ʈˈi ɟˈiniʃ,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.yen,ইয়েন,,iẏena,ˈien,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.yen-symbol,¥,,¥,,,2,bn-gloss-v1;cldr
numbers-money.number-and-classifier-notes-2,"সংখ্যা গড়ুন: 11 = juuichi; 20 = nijuu; 21 = nijuuichi। গণনার শব্দ: -tsu (জিনিস), -mai (সমতল), -hon (লম্বা), -nin (মানুষ), -hai (কাপ)। ফোনে: 0 = zero বা maru, 4 = yon, 7 = nana, 9 = kyuu।",,"saṁkhyā gaṛuna: 11 = juuichi; 20 = nijuu; 21 = nijuuichi। gaṇanāra śabda: -tsu (jinisa), -mai (samatala), -hon (lambā), -nin (mānuṣa), -hai (kāpa)। phone: 0 = zero bā maru, 4 = yon, 7 = nana, 9 = kyuu।",,,2,bn-notes-v1
atm-cash.where-is-an-atm,এটিএম কোথায়?,,eṭiema kothāẏa?,ˈeʈiˌem kˈotʰaj,,2,bn-agent-v1;ipa=espeak
atm-cash.does-this-atm-take-foreign-cards,এই এটিএমে বিদেশি কার্ড চলে কি?,,ei eṭieme bideśi kārḍa cale ki?,ˌei ˈeʈiˌeme bˈideʃˌi kˈaɾɖɔ tʃˈɔle ki,,2,bn-agent-v1;ipa=espeak
atm-cash.the-atm-kept-my-card,এটিএম আমার কার্ড রেখে দিয়েছে,,eṭiema āmāra kārḍa rekhe diẏeche,ˈeʈiˌem ˌamaɾ kˈaɾɖɔ ɾˈekʰe dˈietʃʰˌe,,2,bn-agent-v1;ipa=espeak
atm-cash.is-there-a-fee,চার্জ লাগবে কি?,,cārja lāgabe ki?,tʃˈaɾɟɔ lˈaɡɔbˌe ki,will a charge apply?,2,bn-agent-v1;ipa=espeak
atm-cash.the-card-was-declined,কার্ড কাজ করেনি,,kārḍa kāja kareni,kˈaɾɖɔ kˈaɟ kˈɔɾenˌi,the card did not work,2,bn-agent-v1;ipa=espeak
atm-cash.what-is-the-exchange-rate,বিনিময় হার কত?,,binimaẏa hāra kata?,bˈinimˌɔj hˈaɾ kˈɔto,,2,bn-agent-v1;ipa=espeak
atm-cash.no-money-came-out,টাকা বের হয়নি,,ṭākā bera haẏani,ʈˈaka bˈeɾ hˈɔjɔnˌi,,2,bn-agent-v1;ipa=espeak
atm-cash.where-can-i-change-money,টাকা কোথায় বদল করা যাবে?,,ṭākā kothāẏa badala karā yābe?,ʈˈaka kˈotʰaj bˈɔdɔl kˈɔɾa dʒˈabe,,2,bn-agent-v1;ipa=espeak
atm-cash.the-machine-is-out-of-service,মেশিনটা কাজ করছে না,,meśinaṭā kāja karache nā,mˈeʃinˌɔʈa kˈaɟ kˈɔɾɔtʃʰˌe nˈa,,2,bn-agent-v1;ipa=espeak
atm-cash.please-give-me-smaller-notes,দয়া করে ছোট নোট দিন,,daẏā kare choṭa noṭa dina,dˈɔa kˈɔɾe tʃʰˈoʈ nˈoʈ dˈin,,2,bn-agent-v1;ipa=espeak
atm-cash.do-you-have-change,ভাংতি আছে কি?,খুচরো আছে কি?,bhāṁti āche ki?,bʰˈaŋti ˈatʃʰe ki,ভাংতি is Bangladeshi and খুচরো West Bengali,2,bn-agent-v1;ipa=espeak
atm-cash.may-i-pay-in,আমি কি {} দিয়ে দিতে পারি?,,āmi ki {} diẏe dite pāri?,ˌami ki {} dˈie dˈite pˈaɾi,may I pay with {}?,2,bn-agent-v1;ipa=espeak
atm-cash.please-charge-in-local-currency,দয়া করে স্থানীয় মুদ্রায় নিন,,daẏā kare sthānīẏa mudrāẏa nina,dˈɔa kˈɔɾe stʰˈanij mˈudɾaj nˈin,please take it in local currency,2,bn-agent-v1;ipa=espeak
atm-cash.where-can-i-get-coins,খুচরো পয়সা কোথায় পাওয়া যাবে?,,khucaro paẏasā kothāẏa pāoẏā yābe?,kʰˈutʃɔɾˌo pˈɔjɔʃˌa kˈotʰaj pˈaoˌa dʒˈabe,,2,bn-agent-v1;ipa=espeak
atm-cash.is-there-a-minimum-for-cards,কার্ডে সর্বনিম্ন কত?,,kārḍe sarbanimna kata?,kˈaɾɖe ʃˈɔɾbɔnˌimnɔ kˈɔto,,2,bn-agent-v1;ipa=espeak
atm-cash.atm,এটিএম,,eṭiema,ˈeʈiˌem,,2,bn-agent-v1;ipa=espeak
atm-cash.banknote,নোট,,noṭa,nˈoʈ,,2,bn-agent-v1;ipa=espeak
atm-cash.coin,কয়েন,পয়সা,kaẏena,kˈɔen,,2,bn-agent-v1;ipa=espeak
atm-cash.cash-only,শুধু নগদ,,śudhu nagada,ʃˈudʰu nˈɔɡɔd,,2,bn-agent-v1;ipa=espeak
atm-cash.fee,চার্জ,কমিশন,cārja,tʃˈaɾɟɔ,,2,bn-agent-v1;ipa=espeak
atm-cash.change,ভাংতি,খুচরো,bhāṁti,bʰˈaŋti,ভাংতি is Bangladeshi and খুচরো West Bengali,2,bn-agent-v1;ipa=espeak
atm-cash.exchange-rate,বিনিময় হার,,binimaẏa hāra,bˈinimˌɔj hˈaɾ,,2,bn-agent-v1;ipa=espeak
atm-cash.bank,ব্যাংক,,byāṁka,bˈæŋkɔ,,2,bn-agent-v1;ipa=espeak
atm-cash.money-exchange,মানি এক্সচেঞ্জ,,māni eksaceñja,mˈani ˈekʃɔtʃˌenɟɔ,,2,bn-agent-v1;ipa=espeak
atm-cash.pin,পিন,,pina,pˈin,,2,bn-agent-v1;ipa=espeak
numbers-money.won,ওয়ান,,oẏāna,ˈoan,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.won-symbol,ওয়ানের চিহ্ন,,oẏānera cihna,ˈoanˌeɾ tʃˈihnɔ,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.euro,ইউরো,,iuro,ˈiuɾˌo,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.euro-symbol,ইউরোর চিহ্ন,,iurora cihna,ˈiuɾˌoɾ tʃˈihnɔ,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.lira,লিরা,,lirā,lˈiɾa,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.lira-symbol,লিরার চিহ্ন,,lirāra cihna,lˈiɾaɾ tʃˈihnɔ,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.dong,ডং,,ḍaṁ,ɖˈɔŋ,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.dong-symbol,ডংয়ের চিহ্ন,,ḍaṁẏera cihna,ɖˈɔŋeɾ tʃˈihnɔ,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.ruble,রুবল,,rubala,ɾˈubɔl,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.ruble-symbol,রুবলের চিহ্ন,,rubalera cihna,ɾˈubɔlˌeɾ tʃˈihnɔ,,2,bn-gloss-v1;cldr;ipa=espeak
numbers-money.rupiah,রুপিয়া,,rupiẏā,ɾˈupiˌa,,2,bn-gloss-v1;cldr;ipa=espeak
