concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
building-help.what-room-number-is-this,এটা কোন রুম নম্বর?,,eṭā kona ruma nambara?,ˌeʈa kˈon ɾˈum nˈɔmbɔɾ,,2,bn-agent-v1;ipa=espeak
building-help.i-am-lost,আমি পথ হারিয়ে ফেলেছি,,āmi patha hāriẏe phelechi,ˌami pˈɔtʰ hˈaɾiˌe fˈeletʃʰˌi,,2,bn-agent-v1;ipa=espeak
building-help.where-is-reception,রিসেপশন কোথায়?,,risepaśana kothāẏa?,ɾˈiʃepˌɔʃɔn kˈotʰaj,,2,bn-agent-v1;ipa=espeak
building-help.where-is-a-power-outlet,প্লাগ পয়েন্ট কোথায়?,,plāga paẏenṭa kothāẏa?,plˈaɡ pˈɔenʈˌɔ kˈotʰaj,'plug point' is the usual term in both countries,2,bn-agent-v1;ipa=espeak
accessibility.step-free,সিঁড়ি ছাড়া ঢোকার পথ আছে কি?,,sim̐ṛi chāṛā ḍhokāra patha āche ki?,ʃˈĩɽi tʃʰˈaɽa ɖʰˈokaɾ pˈɔtʰ ˈatʃʰe ki,is there a way in without stairs?,2,bn-agent-v1;ipa=espeak
accessibility.wheelchair-access,হুইলচেয়ার নিয়ে ঢোকা যাবে কি?,,huilaceẏāra niẏe ḍhokā yābe ki?,hˈuilˌɔtʃeˌaɾ nˈie ɖʰˈoka dʒˈabe ki,,2,bn-agent-v1;ipa=espeak
accessibility.elevator,লিফট আছে কি?,,liphaṭa āche ki?,lˈifɔʈ ˈatʃʰe ki,,2,bn-agent-v1;ipa=espeak
accessibility.ramp,ঢালু পথ আছে কি?,,ḍhālu patha āche ki?,ɖʰˈalu pˈɔtʰ ˈatʃʰe ki,is there a sloping path?,2,bn-agent-v1;ipa=espeak
accessibility.how-many-steps,কত ধাপ সিঁড়ি আছে?,,kata dhāpa sim̐ṛi āche?,kˈɔto dʰˈap ʃˈĩɽi ˈatʃʰe,,2,bn-agent-v1;ipa=espeak
accessibility.cannot-climb-stairs,আমি সিঁড়ি ভাঙতে পারি না,,āmi sim̐ṛi bhāṅate pāri nā,ˌami ʃˈĩɽi bʰˈaŋɔtˌe pˈaɾi nˈa,literally 'I cannot break stairs' -- the Bengali idiom for climbing them,2,bn-agent-v1;ipa=espeak
accessibility.need-to-sit-down,আমাকে বসতে হবে,,āmāke basate habe,ˈamakˌe bˈɔʃɔtˌe hˈɔbe,,2,bn-agent-v1;ipa=espeak
accessibility.accessible-restroom,প্রতিবন্ধীদের জন্য টয়লেট আছে কি?,,pratibandhīdera janya ṭaẏaleṭa āche ki?,pɾˈotibˌɔndʰidˌeɾ ɟˈɔnnɔ ʈˈɔjɔlˌeʈ ˈatʃʰe ki,,2,bn-agent-v1;ipa=espeak
accessibility.station-assistance,স্টেশনে সাহায্য পাওয়া যায় কি?,,sṭeśane sāhāyya pāoẏā yāẏa ki?,ʃʈˈeʃɔnˌe ʃˈahadʒːˌɔ pˈaoˌa dʒˈaj ki,,2,bn-agent-v1;ipa=espeak
accessibility.help-me-carry,দয়া করে এটা বইতে সাহায্য করুন,,daẏā kare eṭā ba’ite sāhāyya karuna,dˈɔa kˈɔɾe ˌeʈa bˈoitˌe ʃˈahadʒːˌɔ kˈoɾun,,2,bn-agent-v1;ipa=espeak
accessibility.board-first,আমি কি আগে উঠতে পারি?,,āmi ki āge uṭhate pāri?,ˌami ki ˈaɡe ˈuʈʰɔtˌe pˈaɾi,,2,bn-agent-v1;ipa=espeak
accessibility.door-width,দরজাটা কত চওড়া?,,darajāṭā kata caoṛā?,dˈɔɾɔɟˌaʈa kˈɔto tʃˈɔoɽˌa,,2,bn-agent-v1;ipa=espeak
accessibility.wheelchair-width,আমার হুইলচেয়ার {} সেন্টিমিটার চওড়া,,āmāra huilaceẏāra {} senṭimiṭāra caoṛā,ˌamaɾ hˈuilˌɔtʃeˌaɾ {} ʃˈenʈimˌiʈaɾ tʃˈɔoɽˌa,,2,bn-agent-v1;ipa=espeak
accessibility.hard-of-hearing,আমি কানে কম শুনি,,āmi kāne kama śuni,ˌami kˈane kˈɔm ʃˈuni,I hear little -- the ordinary idiom,2,bn-agent-v1;ipa=espeak
accessibility.speak-louder,দয়া করে একটু জোরে বলুন,,daẏā kare ekaṭu jore baluna,dˈɔa kˈɔɾe ˈekɔʈˌu ɟˈoɾe bˈolun,,2,bn-agent-v1;ipa=espeak
accessibility.visually-impaired,আমি চোখে কম দেখি,,āmi cokhe kama dekhi,ˌami tʃˈokʰe kˈɔm dˈekʰi,I see little,2,bn-agent-v1;ipa=espeak
accessibility.take-your-arm,আপনার হাত ধরতে পারি কি?,,āpanāra hāta dharate pāri ki?,ˌapɔnˌaɾ hˈato dʰˈɔɾɔtˌe pˈaɾi ki,,2,bn-agent-v1;ipa=espeak
accessibility.guide-dog,এটা আমার পথপ্রদর্শক কুকুর,,eṭā āmāra pathapradarśaka kukura,ˌeʈa ˌamaɾ pˈɔtʰɔpɾˌɔdɔrʃˌɔk kˈukuɾ,this is my path-showing dog. Guide dogs are rare in both countries and the phrase may need explaining,2,bn-agent-v1;ipa=espeak
in-a-building.is-this-the-correct-entrance,এটাই কি ঠিক ঢোকার পথ?,,eṭāi ki ṭhika ḍhokāra patha?,ˈeʈaˌi ki ʈʰˈik ɖʰˈokaɾ pˈɔtʰ,,2,bn-agent-v1;ipa=espeak
in-a-building.do-you-have-wi-fi,ওয়াই-ফাই আছে কি?,,oẏāi-phāi āche ki?,ˈoaˌifai ˈatʃʰe ki,,2,bn-agent-v1;ipa=espeak
in-a-building.what-is-the-wi-fi-password,ওয়াই-ফাইয়ের পাসওয়ার্ড কী?,,oẏāi-phāiẏera pāsaoẏārḍa kī?,ˈoaˌifaiˌeɾ pˈaʃɔˌoaɾɖˌɔ kˈi,,2,bn-agent-v1;ipa=espeak
in-a-building.which-floor,কোন তলা?,,kona talā?,kˈon tˈɔla,,2,bn-agent-v1;ipa=espeak
toilets.where-toilet,টয়লেট কোথায়?,,ṭaẏaleṭa kothāẏa?,ʈˈɔjɔlˌeʈ kˈotʰaj,,2,bn-agent-v1;ipa=espeak
toilets.where-public-toilet,পাবলিক টয়লেট কোথায়?,,pābalika ṭaẏaleṭa kothāẏa?,pˈabɔlˌik ʈˈɔjɔlˌeʈ kˈotʰaj,,2,bn-agent-v1;ipa=espeak
toilets.may-i-use-the-toilet,টয়লেট ব্যবহার করতে পারি কি?,,ṭaẏaleṭa byabahāra karate pāri ki?,ʈˈɔjɔlˌeʈ bˈæbɔhˌaɾ kˈɔɾɔtˌe pˈaɾi ki,,2,bn-agent-v1;ipa=espeak
toilets.is-it-only-for-customers,এটা কি শুধু ক্রেতাদের জন্য?,,eṭā ki śudhu kretādera janya?,ˌeʈa ki ʃˈudʰu kɾˈetadˌeɾ ɟˈɔnnɔ,,2,bn-agent-v1;ipa=espeak
toilets.toilet-wc,টয়লেট,শৌচাগার,ṭaẏaleṭa,ʈˈɔjɔlˌeʈ,"শৌচাগার is the formal word, and what a sign says",2,bn-agent-v1;ipa=espeak
toilets.is-it-free,ফ্রি কি?,,phri ki?,fɾˈi ki,,2,bn-agent-v1;ipa=espeak
toilets.do-i-need-a-coin,কয়েন বা টোকেন লাগবে কি?,,kaẏena bā ṭokena lāgabe ki?,kˈɔen bˈa ʈˈoken lˈaɡɔbˌe ki,,2,bn-agent-v1;ipa=espeak
toilets.is-the-tap-water-safe-to-drink,কলের পানি খাওয়া যাবে কি?,কলের জল খাওয়া যাবে কি?,kalera pāni khāoẏā yābe ki?,kˈɔleɾ pˈani kʰˈaoˌa dʒˈabe ki,is the tap water drinkable? In Dhaka and in Kolkata the answer is normally no,2,bn-agent-v1;ipa=espeak
toilets.it-is-urgent,খুব জরুরি,,khuba jaruri,kʰˈub ɟˈoɾuɾˌi,,2,bn-agent-v1;ipa=espeak
