concept_id,text,text_alt,ipa,literal,confidence,provenance
payment-receipt.pay-by-card,Plaćanje karticom?,,platɕaɲe kartitsom,,2,hr-agent-v1;ipa=espeak
payment-receipt.pay-cash,Plaćanje gotovinom?,,platɕaɲe ɡotovinom,,2,hr-agent-v1;ipa=espeak
payment-receipt.pay-by-qr-code,Plaćanje QR kodom?,,platɕaɲe kjuˈar kˈodom,,2,hr-agent-v1;ipa=espeak+loan
payment-receipt.a-receipt-please,"Račun, molim",,"rˈatʃun, mˈolim",,2,hr-agent-v1;ipa=espeak
payment-receipt.please-write-the-number,"Molim vas, napišite iznos",,"mˈolim vˈas, napiʃite ˈiznos",,2,hr-agent-v1;ipa=espeak
payment-receipt.how-much-in-total,Koliko je ukupno?,,koliko je ukupno,,2,hr-agent-v1;ipa=espeak
payment-receipt.can-we-pay-separately,Možemo li platiti odvojeno?,,moʒemo li platiti odvojeno,,2,hr-agent-v1;ipa=espeak
payment-receipt.is-tax-included,Je li PDV uključen?,,je li pedeˈve ukʎutʃen,PDV is Croatian VAT,2,hr-agent-v1;ipa=espeak+loan
payment-receipt.my-card-was-declined,Moja kartica je odbijena,,mˈoja kartitsa je odbijena,,2,hr-agent-v1;ipa=espeak
payment-receipt.the-bill-is-wrong,Mislim da račun nije točan,,mˈislim dˈa rˈatʃun nije tˈotʃan,,2,hr-agent-v1;ipa=espeak
payment-receipt.i-already-paid,Već sam platio,Već sam platila,vˈetɕ sam plˈatio,man speaking / woman speaking,2,hr-agent-v1;ipa=espeak
shopping.i-am-just-looking,Samo gledam,,sˈamo ɡlˈedam,,2,hr-agent-v1;ipa=espeak
shopping.how-much-is-this,Koliko ovo košta?,,koliko ˈovo kˈoʃta,,2,hr-agent-v1;ipa=espeak
shopping.that-is-too-expensive,To je preskupo,,tˈo je preskupo,,2,hr-agent-v1;ipa=espeak
shopping.can-it-be-a-little-cheaper,Može li malo jeftinije?,,mˈoʒe li mˈalo jeftinije,,2,hr-agent-v1;ipa=espeak
shopping.is-there-a-discount,Ima li popusta?,,ima li popusta,,2,hr-agent-v1;ipa=espeak
shopping.where-do-i-pay,Gdje se plaća?,,ɡdjˈe sˈe plˈatɕa,,2,hr-agent-v1;ipa=espeak
shopping.i-will-take-this,Uzet ću ovo,,ˈuzet tɕˈu ˈovo,,2,hr-agent-v1;ipa=espeak
shopping.what-is-this,Što je ovo?,,ʃto je ˈovo,,2,hr-agent-v1;ipa=espeak
shopping.where-can-i-buy,Gdje mogu kupiti {}?,,ɡdjˈe mˈoɡu kupiti {},the thing takes the accusative,2,hr-agent-v1;ipa=espeak
shopping.do-you-have-this-in-stock,Imate li ovo na zalihi?,,imate li ˈovo nˈa zalixi,,2,hr-agent-v1;ipa=espeak
shopping.two-of-these,"Dva ovakva, molim","Dvije ovakve, molim","dvˈa ovakva, mˈolim",dvije ovakve before a feminine noun,2,hr-agent-v1;ipa=espeak
shopping.what-is-it-made-of,Od čega je ovo?,,ˈot tʃˈeɡa je ˈovo,,2,hr-agent-v1;ipa=espeak
color-size-returns.do-you-have-another-color,Imate li drugu boju?,,imate li drˈuɡu bˈoju,,2,hr-agent-v1;ipa=espeak
color-size-returns.do-you-have-another-size,Imate li drugu veličinu?,,imate li drˈuɡu velitʃinu,,2,hr-agent-v1;ipa=espeak
color-size-returns.may-i-try-it-on,Mogu li probati?,,mˈoɡu li probati,,2,hr-agent-v1;ipa=espeak
color-size-returns.can-i-return-it,Mogu li ovo vratiti?,,mˈoɡu li ˈovo vratiti,,2,hr-agent-v1;ipa=espeak
color-size-returns.can-i-exchange-it,Mogu li ovo zamijeniti?,,mˈoɡu li ˈovo zamijeniti,,2,hr-agent-v1;ipa=espeak
color-size-returns.do-you-have-a-bag,Imate li vrećicu?,,imate li vretɕitsu,,2,hr-agent-v1;ipa=espeak
tax-refund.can-i-get-a-tax-refund,Mogu li dobiti povrat PDV-a?,,mˈoɡu li dobiti pˈovrat pedeˈve ˈa,,2,hr-agent-v1;ipa=espeak+loan
tax-refund.is-tax-free-shopping-available,Ima li ovdje Tax Free?,,ima li ˈovdje tˈaks frˈi,,2,hr-agent-v1;ipa=espeak+loan
