concept_id,text,text_alt,ipa,literal,confidence,provenance
emergency-medical.help,Pomoć!,,pˈomotɕ,,2,hr-agent-v1;ipa=espeak
emergency-medical.please-call-an-ambulance,"Molim vas, zovite hitnu pomoć",,"mˈolim vˈas, zovite xˈitnu pˈomotɕ",,2,hr-agent-v1;ipa=espeak
emergency-medical.i-need-a-doctor,Trebam liječnika,,trˈebam lijetʃnika,,2,hr-agent-v1;ipa=espeak
emergency-medical.i-am-sick,Bolestan sam,Bolesna sam,bolestan sam,man speaking / woman speaking,2,hr-agent-v1;ipa=espeak
emergency-medical.i-am-injured,Povrijeđen sam,Povrijeđena sam,povrijedʑen sam,man speaking / woman speaking,2,hr-agent-v1;ipa=espeak
emergency-medical.it-hurts-here,Ovdje me boli,,ˈovdje mˈe bˈoli,,2,hr-agent-v1;ipa=espeak
emergency-medical.where-is-a-pharmacy,Gdje je ljekarna?,,ɡdjˈe je ʎekarna,ljekarna is the Croatian word; apoteka is Serbian and is not used on Croatian signage,2,hr-agent-v1;ipa=espeak
emergency-medical.please-take-me-to-a-hospital,"Molim vas, odvezite me u bolnicu",,"mˈolim vˈas, odvezite mˈe u bolnitsu",,2,hr-agent-v1;ipa=espeak
emergency-medical.i-feel-unwell,Ne osjećam se dobro,,nˈe osjetɕam sˈe dˈobro,,2,hr-agent-v1;ipa=espeak
emergency-medical.this-is-an-emergency,Ovo je hitan slučaj,,ˈovo je xˈitan slˈutʃaj,,2,hr-agent-v1;ipa=espeak
emergency-medical.i-am-having-a-severe-allergic-reaction,Imam anafilaktički šok,,imam anafilaktitʃki ʃˈok,the term a Croatian dispatcher acts on,2,hr-agent-v1;ipa=espeak
emergency-medical.i-cannot-breathe,Ne mogu disati,,nˈe mˈoɡu disati,,2,hr-agent-v1;ipa=espeak
emergency-medical.i-am-bleeding-badly,Jako krvarim,,jˈako krvarim,,2,hr-agent-v1;ipa=espeak
emergency-medical.i-have-chest-pain,Boli me u prsima,,bˈoli mˈe u prsima,,2,hr-agent-v1;ipa=espeak
emergency-medical.this-person-is-unconscious,Ova osoba je bez svijesti,,ˈova osoba je bˈes svijesti,,2,hr-agent-v1;ipa=espeak
emergency-medical.where-is-the-nearest-hospital,Gdje je najbliža bolnica?,,ɡdjˈe je najbliʒa bolnitsa,,2,hr-agent-v1;ipa=espeak
emergency-medical.what-is-the-emergency-number,Koji je broj za hitne slučajeve?,,kˈoji je brˈoj zˈa xˈitne slutʃajeve,,2,hr-agent-v1;ipa=espeak
emergency-medical.is-there-a-doctor-who-speaks-english,Ima li liječnika koji govori {source}?,,ima li lijetʃnika kˈoji ɡovori {source},,2,hr-agent-v1;ipa=espeak
emergency-medical.i-think-a-bone-is-broken,Mislim da imam slomljenu kost,,mˈislim dˈa imam slomʎenu kˈost,,2,hr-agent-v1;ipa=espeak
emergency-medical.please-call-my-emergency-contact,"Molim vas, nazovite moju osobu za kontakt u nuždi",,"mˈolim vˈas, nazovite mˈoju osobu zˈa kˈontakt u nˈuʒdi",,2,hr-agent-v1;ipa=espeak
emergency-medical.i-have-travel-insurance,Imam putno osiguranje,,imam pˈutno osiɡuraɲe,,2,hr-agent-v1;ipa=espeak
medical-conditions.i-am-diabetic,Imam dijabetes,,imam dijabetes,,2,hr-agent-v1;ipa=espeak
medical-conditions.i-need-insulin,Trebam inzulin,,trˈebam inzulin,,2,hr-agent-v1;ipa=espeak
medical-conditions.i-have-asthma,Imam astmu,,imam ˈastmu,,2,hr-agent-v1;ipa=espeak
medical-conditions.i-have-a-heart-condition,Imam srčanu bolest,,imam srtʃanu bˈolest,,2,hr-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-penicillin,Alergičan sam na penicilin,Alergična sam na penicilin,alerɡitʃan sam nˈa penitsilin,man speaking / woman speaking,2,hr-agent-v1;ipa=espeak
medical-conditions.i-have-epilepsy,Imam epilepsiju,,imam epilepsiju,,2,hr-agent-v1;ipa=espeak
medical-conditions.my-blood-sugar-is-low,Šećer u krvi mi je nizak,,ʃˈetɕer u krvi mˈi je nˈizak,,2,hr-agent-v1;ipa=espeak
medical-conditions.i-need-my-inhaler,Trebam svoj inhalator,,trˈebam svˈoj inxalator,,2,hr-agent-v1;ipa=espeak
medical-conditions.i-am-pregnant,Trudna sam,,trˈudna sam,,2,hr-agent-v1;ipa=espeak
medical-conditions.i-carry-an-adrenaline-injector,Nosim autoinjektor adrenalina,,nˈosim autoiɲektor adrenalina,,2,hr-agent-v1;ipa=espeak
medical-conditions.i-take-medicine-for,Uzimam lijekove za {},,uzimam lijekove zˈa {},za takes the accusative,2,hr-agent-v1;ipa=espeak
medical-conditions.i-take-blood-thinners,Uzimam lijekove za razrjeđivanje krvi,,uzimam lijekove zˈa razrjedʑivaɲe krvi,,2,hr-agent-v1;ipa=espeak
medical-conditions.medicine-allergy,Alergija na lijek: {},,alerɡija nˈa lˈijek {},a label to fill in and show; use the generic drug name,2,hr-agent-v1;ipa=espeak
medical-conditions.this-card-lists-my-conditions,Na ovoj kartici su moje bolesti,,nˈa ˈovoj kartitsi su mˈoje bolesti,,2,hr-agent-v1;ipa=espeak
medical-conditions.this-is-my-medicine,Ovo su moji lijekovi,,ˈovo su mˈoji lijekovi,,2,hr-agent-v1;ipa=espeak
medical-conditions.please-give-me-sugar-or-juice,"Molim vas, dajte mi šećer ili sok",,"mˈolim vˈas, dˈajte mˈi ʃˈetɕer ili sˈok",,2,hr-agent-v1;ipa=espeak
