concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
dietary-needs.no-meat,ମାଂସ ନୁହେଁ,,māṁsa nuhēm̐,mˈaŋs nˈuhẽ,not meat,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.no-eggs,ଅଣ୍ଡା ନୁହେଁ,,aṇḍā nuhēm̐,ˈɔɳɖa nˈuhẽ,not egg,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.not-spicy,ଝାଲ ନୁହେଁ,,jhāla nuhēm̐,ɟʰˈalɔ nˈuhẽ,"not hot — ଝାଲ is chilli heat, not spice in general",2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.less-spicy,କମ୍ ଝାଲ,,kam jhāla,kˈɔm ɟʰˈalɔ,less chilli,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.no-peanuts,ଚିନାବାଦାମ ନୁହେଁ,,cinābādāma nuhēm̐,tʃˈinabˌadamˌɔ nˈuhẽ,not groundnut,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.no-nuts,କୌଣସି ବାଦାମ ନୁହେଁ,,kauṇasi bādāma nuhēm̐,kˈowɳɔsˌi bˈadamˌɔ nˈuhẽ,no nut of any kind,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.no-seafood,ସାମୁଦ୍ରିକ ଖାଦ୍ୟ ନୁହେଁ,,sāmudrika khādẏa nuhēm̐,samˈudɾikˌɔ kʰˈadj nˈuhẽ,not sea food,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.i-am-vegetarian,ମୁଁ ନିରାମିଷ ଖାଏ,,mum̐ nirāmiṣa khāē,mˈũ nˈiɾamˌisɔ kʰˈae,I eat ନିରାମିଷ — the Odia category already excludes egg and fish,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.i-am-vegan,"ମୁଁ ମାଂସ, ମାଛ, ଅଣ୍ଡା, ଦୁଧ ଓ ଘିଅ କିଛି ଖାଏ ନାହିଁ",,"mum̐ māṁsa, mācha, aṇḍā, dudha ō ghia kichi khāē nāhim̐","mˈũ mˈaŋs, mˈatʃʰɔ, ˈɔɳɖa, dˈudʰɔ o ɡʰˈiɔ kˈitʃʰi kʰˈae nˈahĩ","I eat no meat, fish, egg, milk or ghee — spelt out because milk and ghee are ନିରାମିଷ in Odisha",2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.i-do-not-eat,ମୁଁ {} ଖାଏ ନାହିଁ,,mum̐ {} khāē nāhim̐,mˈũ {} kʰˈae nˈahĩ,,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.i-am-allergic-to,ମୋର {} ରେ ଆଲର୍ଜି ଅଛି,,mōra {} rē ālarji achi,mˈoɾɔ {} ɾˈe alˈɔɾɟi ˈɔtʃʰi,the locative -ରେ is a separate word only because the slot is a pen-filled blank,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.does-it-contain-fish-stock,ଏଥିରେ ମାଛ ରସ ଅଛି କି?,,ēthirē mācha rasa achi ki?,ˈetʰiɾˌe mˈatʃʰɔ ɾˈɔs ˈɔtʃʰi kˈi,asked by name rather than by category: in coastal Odisha a ନିରାମିଷ order is not always read as excluding fish,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.does-it-contain-pork-stock,ଏଥିରେ ଘୁଷୁରି ମାଂସର ରସ ଅଛି କି?,,ēthirē ghuṣuri māṁsara rasa achi ki?,ˈetʰiɾˌe ɡʰˈusuɾˌi mˈaŋsɾɔ ɾˈɔs ˈɔtʃʰi kˈi,,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.i-have-a-severe-allergy-to,ମୋର {} ରେ ଭୟଙ୍କର ଆଲର୍ଜି ଅଛି,,mōra {} rē bhaẏaṅkara ālarji achi,mˈoɾɔ {} ɾˈe bʰɔjˈɔŋkɔɾˌɔ alˈɔɾɟi ˈɔtʃʰi,I have a dangerous allergy to {} — the stronger of the two allergy rows,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.no-pork,ଘୁଷୁରି ମାଂସ ନୁହେଁ,,ghuṣuri māṁsa nuhēm̐,ɡʰˈusuɾˌi mˈaŋs nˈuhẽ,not pig meat,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.is-this-halal,ଏହା ହାଲାଲ୍ କି?,,ēhā hālāl ki?,ˈeha hˈalal kˈi,,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
dietary-needs.does-it-contain-pork-fat,ଏଥିରେ ଘୁଷୁରି ଚର୍ବି ଅଛି କି?,,ēthirē ghuṣuri carbi achi ki?,ˈetʰiɾˌe ɡʰˈusuɾˌi tʃˈɔɾbi ˈɔtʃʰi kˈi,is there pig fat in this?,2,"Odisha restaurant, dhaba and shop wording; Praharaj (DSAL) for the food vocabulary;ipa=espeak"
