concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
social-basics.hello,ନମସ୍କାର,,namaskāra,nɔmˈɔskaɾˌɔ,the ordinary greeting at any hour,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.hello-polite,ପ୍ରଣାମ,ନମସ୍କାର,praṇāma,pɾˈɔɳamˌɔ,ପ୍ରଣାମ is said to an elder and is the higher grade; ନମସ୍କାର serves everywhere,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.good-morning,ଶୁଭ ସକାଳ,ନମସ୍କାର,śubha sakāḷa,sˈubʰɔ sˈɔkaɭˌɔ,auspicious morning,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.good-evening,ଶୁଭ ସନ୍ଧ୍ୟା,ନମସ୍କାର,śubha sandhẏā,sˈubʰɔ sˈɔndʰjɔˌa,auspicious evening,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.goodbye,ଆସୁଛି,ନମସ୍କାର,āsuchi,ˈasutʃʰˌi,"I am coming — said by the one leaving; Odia has no word for goodbye, and the one staying answers ଆସନ୍ତୁ",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.thank-you,ଧନ୍ୟବାଦ,,dhanẏabāda,dʰˈɔnjɔbˌadɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.you-are-welcome,କିଛି ନାହିଁ,,kichi nāhim̐,kˈitʃʰi nˈahĩ,it is nothing — the ordinary reply to thanks; ସ୍ୱାଗତ is a welcome to a place and not this,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.excuse-me-sorry,ଶୁଣନ୍ତୁ,କ୍ଷମା କରନ୍ତୁ,śuṇantu,sunˈɔntu,listen — the ordinary way to get a stranger's attention,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.sorry,କ୍ଷମା କରନ୍ତୁ,ଦୁଃଖିତ,kṣamā karantu,kʰkʰmˈa kɔɾˈɔntu,forgive [me] / I am sorry,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.no-problem,କିଛି ଅସୁବିଧା ନାହିଁ,,kichi asubidhā nāhim̐,kˈitʃʰi ˈɔsubˌidʰa nˈahĩ,there is no difficulty,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.i-do-not-know,ମୋତେ ଜଣା ନାହିଁ,,mōtē jaṇā nāhim̐,mˈote ɟˈɔɳa nˈahĩ,to me it is not known,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.good-night,ଶୁଭ ରାତ୍ରି,,śubha rātri,sˈubʰɔ ɾˈatɾi,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
social-basics.okay-fine-i-am-okay,ଠିକ୍ ଅଛି / ମୁଁ ଭଲ ଅଛି,,ṭhik achi / mum̐ bhala achi,ʈʰˈik ˈɔtʃʰi / mˈũ bʰˈɔlɔ ˈɔtʃʰi,it is right / I am well,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
communication.i-do-not-speak-this-language,ମୁଁ {target} କହିପାରେ ନାହିଁ,,mum̐ {target} kahipārē nāhim̐,mˈũ {target} kˈɔhipˌaɾe nˈahĩ,"Odia takes a bare noun here, so the slot needs no case ending",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
communication.i-speak-only-a-little-of-this,ମୁଁ ଟିକିଏ {target} କହିପାରେ,,mum̐ ṭikiē {target} kahipārē,mˈũ ʈˈikiˌe {target} kˈɔhipˌaɾe,I can speak a little {target},2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
communication.do-you-speak-english,ଆପଣ {source} କହିପାରନ୍ତି କି?,,āpaṇa {source} kahipāranti ki?,ˈapɔɳˌɔ {source} kˌɔhipaɾˈɔnti kˈi,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
