concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
payment-receipt.pay-by-card,କାର୍ଡରେ ଦେବି?,,kārḍarē dēbi?,kˈaɾɖɔɾˌe dˈebi,shall [I] give by card?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.pay-cash,ନଗଦ ଦେବି?,,nagada dēbi?,nˈɔɡɔdˌɔ dˈebi,shall [I] give cash?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.pay-by-qr-code,କ୍ୟୁଆର୍ କୋଡରେ ଦେବି?,QR,kẏuār kōḍarē dēbi?,kjˈɔuˌaɾ kˈoɖɔɾˌe dˈebi,"shall [I] pay by QR code? — UPI is everywhere in Odisha. Written in Odia letters so the row takes an `ipa`: build_ipa.py skips a row whose Latin run survives, which would have left the whole sentence without a pronunciation",2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.a-receipt-please,ଦୟାକରି ରସିଦ ଦିଅନ୍ତୁ,,daẏākari rasida diantu,dˈɔjɔˌakɔɾˌi ɾˈɔsidˌɔ diˈɔntu,please give a receipt,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.please-write-the-number,ଦୟାକରି ସଂଖ୍ୟା ଲେଖନ୍ତୁ,,daẏākari saṁkhẏā lēkhantu,dˈɔjɔˌakɔɾˌi sˈɔŋkʰjɔˌa lekʰˈɔntu,,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.how-much-in-total,ସବୁ ମିଶାଇ କେତେ?,,sabu miśāi kētē?,sˈɔbu mˈisaˌi kˈete,"mixing everything, how much?",2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.can-we-pay-separately,ଅଲଗା ଅଲଗା ଦେଇପାରିବୁ କି?,,alagā alagā dēipāribu ki?,ˈɔlɔɡˌa ˈɔlɔɡˌa dˈeipˌaɾibˌu kˈi,can we give separately?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.is-tax-included,କର ଧରାଯାଇଛି କି?,,kara dharāyāichi ki?,kˈɔɾɔ dʰˈɔɾaɟˌaitʃʰˌi kˈi,has the tax been counted?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.my-card-was-declined,ମୋ କାର୍ଡ ହେଲା ନାହିଁ,,mō kārḍa hēlā nāhim̐,mˈo kˈaɾɖɔ hˈela nˈahĩ,my card did not go through,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.the-bill-is-wrong,ବିଲରେ କିଛି ଭୁଲ ଅଛି ବୋଲି ମନେହେଉଛି,,bilarē kichi bhula achi bōli manēhēuchi,bˈilɔɾˌe kˈitʃʰi bʰˈulɔ ˈɔtʃʰi bˈoli mˈɔnehˌeutʃʰˌi,"it seems there is some mistake in the bill — a hedge, which is what keeps it polite",2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
payment-receipt.i-already-paid,ମୁଁ ଆଗରୁ ଦେଇସାରିଛି,,mum̐ āgaru dēisārichi,mˈũ ˈaɡɔɾˌu dˈeisˌaɾitʃʰˌi,I have already given,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.i-am-just-looking,ମୁଁ ଖାଲି ଦେଖୁଛି,,mum̐ khāli dēkhuchi,mˈũ kʰˈali dˈekʰutʃʰˌi,,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.how-much-is-this,ଏହାର ଦାମ କେତେ?,,ēhāra dāma kētē?,ˈehaɾˌɔ dˈamɔ kˈete,what is its price?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.that-is-too-expensive,ଏହା ବହୁତ ମହଙ୍ଗା,,ēhā bahuta mahaṅgā,ˈeha bˈɔhutˌɔ mɔhˈɔŋɡa,,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.can-it-be-a-little-cheaper,ଟିକିଏ କମ୍ ହେବ କି?,,ṭikiē kam hēba ki?,ʈˈikiˌe kˈɔm hˈebɔ kˈi,will it be a little less?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.is-there-a-discount,କିଛି ଛାଡ଼ ଅଛି କି?,,kichi chāṛa achi ki?,kˈitʃʰi tʃʰˈaɽɔ ˈɔtʃʰi kˈi,is there any reduction?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.where-do-i-pay,ଟଙ୍କା କେଉଁଠି ଦେବି?,,ṭaṅkā kēum̐ṭhi dēbi?,ʈˈɔŋka keˈũʈʰi dˈebi,where shall I give the money?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.i-will-take-this,ମୁଁ ଏଇଟା ନେବି,,mum̐ ēiṭā nēbi,mˈũ ˈeiʈˌa nˈebi,,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.what-is-this,ଏଇଟା କଣ?,,ēiṭā kaṇa?,ˈeiʈˌa kˈɔɳɔ,,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.where-can-i-buy,{} କେଉଁଠି ମିଳିବ?,,{} kēum̐ṭhi miḷiba?,{} keˈũʈʰi mˈiɭˌibɔ,where will {} be got?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.do-you-have-this-in-stock,ଏଇଟା ଅଛି କି?,,ēiṭā achi ki?,ˈeiʈˌa ˈɔtʃʰi kˈi,is this there?,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
shopping.two-of-these,ଏଥିରୁ ଦୁଇଟି ଦିଅନ୍ତୁ,,ēthiru duiṭi diantu,ˈetʰiɾˌu dˈuiʈˌi diˈɔntu,give two of these,2,"Odisha public signage; Bhubaneswar and Cuttack municipal and public-utility notices; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
