concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
numbers-money.l-ng,ଶୂନ୍ୟ,0,śūnẏa,sˈunj,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.y,ଏକ,1,ēka,ˈekɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.r,ଦୁଇ,2,dui,dˈui,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.s-n,ତିନି,3,tini,tˈini,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.s,ଚାରି,4,cāri,tʃˈaɾi,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.w,ପାଞ୍ଚ,5,pāñca,pˈaɲtʃɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.li,ଛଅ,6,chaa,tʃʰˈɔɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.q,ସାତ,7,sāta,sˈatɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.b,ଆଠ,8,āṭha,ˈaʈʰɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.ji,ନଅ,9,naa,nˈɔɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.sh,ଦଶ,10,daśa,dˈɔsɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.y-b-i,ଶହେ,100,śahē,sˈɔhe,ଏକ ଶତ is the written form,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.y-qi-n,ହଜାର,"1,000",hajāra,hˈɔɟaɾˌɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.y-w-n,ଦଶ ହଜାର,"10,000",daśa hajāra,dˈɔsɔ hˈɔɟaɾˌɔ,"ten thousand — Odia has no word for the myriad, because it groups a step further up at ଲକ୍ଷ",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.b-n,ଅଧା,1/2,adhā,ˈɔdʰa,half,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
numbers-money.li-ng,2 + ଗଣନା ଶବ୍ଦ,,2 + gaṇanā śabda,dˈuj ɡˈɔnɔnˌa sˈɔbdɔ,2 + a counting word,2,Odia gloss of the Mandarin classifier row;ipa=espeak
numbers-money.yu-n,ୟୁଆନ୍,,ẏuān,jˈɔuˌan,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.ku-i,ୟୁଆନ୍ (କଥିତ),,ẏuān (kathita),jˈɔuˌan kˈɔtʰitˌɔ,"yuan, as spoken",2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.2-items,2 ଜିନିଷ,,2 jiniṣa,dˈuj ɟˈinisˌɔ,two things,2,Odia gloss of the Japanese counter row;ipa=espeak
numbers-money.yen,ୟେନ୍,,ẏēn,jˈɔen,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.yen-symbol,¥,ୟେନ୍,¥,,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data
numbers-money.won,ୱୋନ୍,,wōn,wˈon,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.won-symbol,ୱୋନ୍ ଚିହ୍ନ,,wōn cihna,wˈon tʃˈihnɔ,won (sign),2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.euro,ୟୁରୋ,,ẏurō,jˈɔuɾˌo,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.euro-symbol,ୟୁରୋ ଚିହ୍ନ,,ẏurō cihna,jˈɔuɾˌo tʃˈihnɔ,euro (sign),2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.lira,ଲିରା,,lirā,lˈiɾa,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.lira-symbol,ଲିରା ଚିହ୍ନ,,lirā cihna,lˈiɾa tʃˈihnɔ,lira (sign),2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.dong,ଡଙ୍ଗ,,ḍaṅga,ɖˈɔŋɡɔ,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.dong-symbol,ଡଙ୍ଗ ଚିହ୍ନ,,ḍaṅga cihna,ɖˈɔŋɡɔ tʃˈihnɔ,dong (sign),2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.ruble,ରୁବଲ୍,,rubal,ɾˈubɔl,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.ruble-symbol,ରୁବଲ୍ ଚିହ୍ନ,,rubal cihna,ɾˈubɔl tʃˈihnɔ,ruble (sign),2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.rupiah,ରୁପିଆ,,rupiā,ɾˈupiˌa,the Indonesian rupiah; the Indian rupee is ଟଙ୍କା,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.rupiah-symbol,ରୁପିଆ ଚିହ୍ନ,,rupiā cihna,ɾˈupiˌa tʃˈihnɔ,rupiah (sign),2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.shilling,ଶିଲିଂ,,śiliṁ,sˈiliŋ,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.shilling-symbol,ଶିଲିଂ ଚିହ୍ନ,,śiliṁ cihna,sˈiliŋ tʃˈihnɔ,shilling (abbreviation),2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.baht,ଭାଟ୍,,bhāṭ,bʰˈaʈ,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.baht-symbol,ଭାଟ୍ ଚିହ୍ନ,,bhāṭ cihna,bʰˈaʈ tʃˈihnɔ,baht (sign),2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.forint,ଫୋରିଣ୍ଟ୍,,phōriṇṭ,pʰˈoɾiɳʈ,,2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
numbers-money.forint-symbol,ଫୋରିଣ୍ଟ୍ ଚିହ୍ନ,,phōriṇṭ cihna,pʰˈoɾiɳʈ tʃˈihnɔ,forint (abbreviation),2,Odia name of the currency as written on an Odisha price board and in CLDR `or` currency data;ipa=espeak
