concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
directions.where-is,{} କେଉଁଠି ଅଛି?,,{} kēum̐ṭhi achi?,{} keˈũʈʰi ˈɔtʃʰi,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
directions.how-do-i-get-to,{} କୁ କିପରି ଯିବି?,,{} ku kipari yibi?,{} kˈu kˈipɔɾˌi ɟˈibi,how shall I go to {}? — the dative -କୁ is a separate word only because the slot is a pen-filled blank,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
directions.is-it-far,ଦୂର କି?,,dūra ki?,dˈuɾɔ kˈi,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
directions.how-long-on-foot,ଚାଲିକରି କେତେ ସମୟ ଲାଗିବ?,,cālikari kētē samaẏa lāgiba?,tʃˈalikˌɔɾi kˈete sˈɔmɔj lˈaɡibˌɔ,"walking, how much time will it take?",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
directions.please-show-me-on-the-map,ଦୟାକରି ମାନଚିତ୍ରରେ ଦେଖାନ୍ତୁ,,daẏākari mānacitrarē dēkhāntu,dˈɔjɔˌakɔɾˌi mˌanɔtʃˈitɾɔɾˌe dekʰˈantu,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
directions.where-is-the-nearest,ପାଖରେ {} କେଉଁଠି ଅଛି?,,pākharē {} kēum̐ṭhi achi?,pˈakʰɔɾˌe {} keˈũʈʰi ˈɔtʃʰi,where nearby is a {}?,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
directions.where-am-i,ମୁଁ କେଉଁଠି ଅଛି?,,mum̐ kēum̐ṭhi achi?,mˈũ keˈũʈʰi ˈɔtʃʰi,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
directions.which-way,କେଉଁ ବାଟ?,,kēum̐ bāṭa?,kˈeũ bˈaʈɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
directions.can-i-walk-there,ଚାଲିକରି ଯାଇପାରିବି କି?,,cālikari yāipāribi ki?,tʃˈalikˌɔɾi ɟˈaipˌaɾibˌi kˈi,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
directions.how-far-is-it,କେତେ ଦୂର?,,kētē dūra?,kˈete dˈuɾɔ,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
