concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
emergency-medical.help,ସାହାଯ୍ୟ କରନ୍ତୁ!,ବଞ୍ଚାନ୍ତୁ!,sāhāyẏa karantu!,sˈahaɟj kɔɾˈɔntu,do help! / save [me]!,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
emergency-medical.please-call-an-ambulance,ଦୟାକରି ଆମ୍ବୁଲାନ୍ସ ଡାକନ୍ତୁ,,daẏākari āmbulānsa ḍākantu,dˈɔjɔˌakɔɾˌi ˌambulˈansɔ ɖakˈɔntu,,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
emergency-medical.i-need-a-doctor,ମୋତେ ଡାକ୍ତର ଦରକାର,,mōtē ḍāktara darakāra,mˈote ɖˈakʈɔɾˌɔ dˈɔɾɔkˌaɾɔ,to me a doctor is needed,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
emergency-medical.i-am-sick,ମୋ ଶରୀର ଖରାପ ଅଛି,,mō śarīra kharāpa achi,mˈo sˈɔɾiɾˌɔ kʰˈɔɾapˌɔ ˈɔtʃʰi,my body is bad — the ordinary spoken form,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
emergency-medical.i-am-injured,ମୁଁ ଆହତ ହୋଇଛି,,mum̐ āhata hōichi,mˈũ ˈahɔtˌɔ hˈoitʃʰˌi,I have been hurt,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
emergency-medical.it-hurts-here,ଏଠାରେ ଯନ୍ତ୍ରଣା ହେଉଛି,,ēṭhārē yantraṇā hēuchi,ˈeʈʰaɾˌe ɟˈɔntɾɔnˌa hˈeutʃʰˌi,pain is happening here,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
emergency-medical.where-is-a-pharmacy,ଔଷଧ ଦୋକାନ କେଉଁଠି?,,auṣadha dōkāna kēum̐ṭhi?,ˈowsɔdʰˌɔ dˈokanˌɔ keˈũʈʰi,where is the medicine shop?,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
emergency-medical.please-take-me-to-a-hospital,ଦୟାକରି ମୋତେ ଡାକ୍ତରଖାନା ନେଇଯାଆନ୍ତୁ,,daẏākari mōtē ḍāktarakhānā nēiyāāntu,dˈɔjɔˌakɔɾˌi mˈote ɖˈakʈɔɾˌɔkʰanˌa nˌeiɟaˈantu,,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
emergency-medical.i-feel-unwell,ମୋର ଭଲ ଲାଗୁନାହିଁ,,mōra bhala lāgunāhim̐,mˈoɾɔ bʰˈɔlɔ lˈaɡunˌahĩ,it does not feel good to me,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
emergency-medical.this-is-an-emergency,ଏହା ଏକ ଜରୁରୀ ଅବସ୍ଥା,,ēhā ēka jarurī abasthā,ˈeha ˈekɔ ɟˈɔɾuɾˌi ɔbˈɔstʰa,this is an urgent condition,2,"Standard Odia health-communication terminology (Odisha Dept. of Health & Family Welfare; 108 ambulance and Nirmal/Aahaar public material); Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
