concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
utility-templates.i-want-to-go-to,ମୁଁ {} କୁ ଯିବି,,mum̐ {} ku yibi,mˈũ {} kˈu ɟˈibi,I shall go to {} — the dative -କୁ is a separate word only because the slot is a pen-filled blank,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
utility-templates.please-give-me,ଦୟାକରି ମୋତେ {} ଦିଅନ୍ତୁ,,daẏākari mōtē {} diantu,dˈɔjɔˌakɔɾˌi mˈote {} diˈɔntu,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
utility-templates.may-i,ମୁଁ {} ପାରିବି କି?,,mum̐ {} pāribi ki?,mˈũ {} pˈaɾibˌi kˈi,may I {}? — the verb goes in the blank,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
utility-templates.please-do-not-add,ଦୟାକରି {} ପକାନ୍ତୁ ନାହିଁ,,daẏākari {} pakāntu nāhim̐,dˈɔjɔˌakɔɾˌi {} pɔkˈantu nˈahĩ,please do not put in {},2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
utility-templates.do-you-have,ଆପଣଙ୍କ ପାଖରେ {} ଅଛି କି?,,āpaṇaṅka pākharē {} achi ki?,ˌapɔnˈɔŋkɔ pˈakʰɔɾˌe {} ˈɔtʃʰi kˈi,is {} with you?,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
utility-templates.please-write-the-number,ଦୟାକରି ସଂଖ୍ୟା ଲେଖନ୍ତୁ,,daẏākari saṁkhẏā lēkhantu,dˈɔjɔˌakɔɾˌi sˈɔŋkʰjɔˌa lekʰˈɔntu,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
utility-templates.i-need,ମୋତେ {} ଦରକାର,,mōtē {} darakāra,mˈote {} dˈɔɾɔkˌaɾɔ,to me {} is needed,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
utility-templates.is-there-nearby,ପାଖରେ {} ଅଛି କି?,,pākharē {} achi ki?,pˈakʰɔɾˌe {} ˈɔtʃʰi kˈi,"is there a {} nearby? — the existential takes a nominative subject, so the slot needs no ending",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
utility-templates.how-much-is,{} ର ଦାମ କେତେ?,,{} ra dāma kētē?,{} ɾˈɔ dˈamɔ kˈete,what is the price of {}? — the genitive -ର is a separate word only because the slot is a pen-filled blank,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
utility-templates.is-this,ଏଇଟା {} କି?,,ēiṭā {} ki?,ˈeiʈˌa {} kˈi,,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
