concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
slang.thats-good,ବଢ଼ିଆ!,,baṛhiā!,bˈɔɽʰiˌa,"nice, fine",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.thats-great,ବହୁତ ବଢ଼ିଆ!,ଝକାସ୍,bahuta baṛhiā!,bˈɔhutˌɔ bˈɔɽʰiˌa,very fine! — ଝକାସ୍ is the young-speech word and is a loan,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.i-love-it,ମୋତେ ବହୁତ ଭଲ ଲାଗିଲା,,mōtē bahuta bhala lāgilā,mˈote bˈɔhutˌɔ bʰˈɔlɔ lˈaɡilˌa,to me it felt very good — Odia says liking impersonally,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.thats-bad,ସେତେ ଭଲ ନୁହେଁ,,sētē bhala nuhēm̐,sˈete bʰˈɔlɔ nˈuhẽ,it is not all that good — a hedge,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.delicious,ବହୁତ ସୁଆଦିଆ!,,bahuta suādiā!,bˈɔhutˌɔ sˈuadˌia,very tasty!,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.thats-pricey,ଦାମ ଟିକେ ବେଶୀ,,dāma ṭikē bēśī,dˈamɔ ʈˈike bˈesi,"the price is a bit much — about the price, not the seller",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.exactly,ଠିକ୍ କହିଲେ!,,ṭhik kahilē!,ʈʰˈik kˈɔhilˌe,you said it right!,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.no-worries,ଚିନ୍ତା ନାହିଁ,,cintā nāhim̐,tʃˈinta nˈahĩ,there is no worry,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.youre-welcome,କିଛି ହେଲାନି,,kichi hēlāni,kˈitʃʰi hˈelanˌi,it was nothing — the casual reply to thanks; ସ୍ୱାଗତ is a welcome to a place and not this,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.seriously,ସତରେ?,,satarē?,sˈɔtɔɾˌe,"in truth? — surprise, not doubt of the speaker",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.im-good-thanks,"ଆଉ ଦରକାର ନାହିଁ, ଧନ୍ୟବାଦ",,"āu darakāra nāhim̐, dhanẏabāda","ˈau dˈɔɾɔkˌaɾɔ nˈahĩ, dʰˈɔnjɔbˌadɔ","no more is needed, thank you — declines without a blunt no",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.lets-go,"ଚାଲ, ଯିବା!",,"cāla, yibā!","tʃˈalɔ, ɟˈiba","come on, let us go — the familiar grade, so it is said to companions",2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.cheers,ଚିଅର୍ସ୍!,,ciars!,tʃˈiɔrs,Odia has no native toast formula; the English word is what is said over a drink,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
slang.see-you,ଆଉ ଦେଖା ହେବ!,,āu dēkhā hēba!,ˈau dˈekʰa hˈebɔ,we shall meet again,2,"Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia; Neukom & Patnaik, A Grammar of Oriya (Universität Zürich ASAS 17, 2003);ipa=espeak"
