concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
trail-words.trail,ପାହାଡ଼ ବାଟ,,pāhāṛa bāṭa,pˈahaɽˌɔ bˈaʈɔ,hill path,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.trailhead,ବାଟ ଆରମ୍ଭ,,bāṭa ārambha,bˈaʈɔ aɾˈɔmbʰɔ,path start,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.summit,ଶିଖର,,śikhara,sˈikʰɔɾˌɔ,,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.viewpoint,ଦୃଶ୍ୟ ସ୍ଥଳ,,dr̥śẏa sthaḷa,dɾˈusj stʰˈɔɭˌɔ,viewing place,2,"Odisha Tourism (OTDC) visitor information and bilingual site boards; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.cableway,ରୋପୱେ,,rōpawē,ɾˈopɔwˌe,,2,"Odisha Tourism (OTDC) visitor information and bilingual site boards; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.shuttle-bus,ସଟଲ୍ ବସ୍,,saṭal bas,sˈɔʈl bˈɔs,,2,"Odisha Tourism (OTDC) visitor information and bilingual site boards; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.park-shuttle,ଉଦ୍ୟାନ ବସ୍,,udẏāna bas,ˈudjɔˌanɔ bˈɔs,park bus,2,"Odisha Tourism (OTDC) visitor information and bilingual site boards; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.steps,ପାହାଚ,,pāhāca,pˈahatʃˌɔ,,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.up-uphill,ଉପରକୁ,ଚଢ଼ାଣ,uparaku,ˈupɔɾˌɔku,upward / the climb,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.down-downhill,ତଳକୁ,ଓହ୍ଲାଣ,taḷaku,ʈˌɔɭˈɔku,downward / the descent,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.one-way,ଏକ ମୁହାଁ,,ēka muhām̐,ˈekɔ mˈuhã,one-faced,2,"Odisha Tourism (OTDC) visitor information and bilingual site boards; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
trail-words.round-trip,ଯିବା ଆସିବା,,yibā āsibā,ɟˈiba ˈasibˌa,going and coming,2,"Odisha Tourism (OTDC) visitor information and bilingual site boards; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
weather.forecast,ପାଣିପାଗ ପୂର୍ବାନୁମାନ କଣ?,,pāṇipāga pūrbānumāna kaṇa?,pˈaɳipˌaɡɔ pˈuɾbanˌumanˌɔ kˈɔɳɔ,what is the weather forecast?,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
weather.will-it-rain,ଆଜି ବର୍ଷା ହେବ କି?,,āji barṣā hēba ki?,ˈaɟi bˈɔrsa hˈebɔ kˈi,,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
weather.is-it-safe-today,ଆଜି ନିରାପଦ କି?,,āji nirāpada ki?,ˈaɟi nˈiɾapˌɔdɔ kˈi,,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
weather.how-cold-at-night,ରାତିରେ କେତେ ଥଣ୍ଡା ହୁଏ?,,rātirē kētē thaṇḍā huē?,ɾˈatiɾˌe kˈete tʰˈɔɳɖa hˈue,,2,"Odisha Forest, Environment & Climate Change Dept. sanctuary, trail and warning-board wording; Praharaj, G. C., Pūrṇṇacandra Oṛiā Bhāṣākoṣa (1931-40), Digital Dictionaries of South Asia;ipa=espeak"
