concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
numbers-money.l-ng,शून्य,,śūnya,ʃˈuːnjə,,2,ne-agent-v1;ipa=espeak
numbers-money.y,एक,,ēka,ˈeːkə,,2,ne-agent-v1;ipa=espeak
numbers-money.r,दुई,,duī,dˈui,,2,ne-agent-v1;ipa=espeak
numbers-money.li-ng,2 + नाप्ने शब्द,,2 + nāpnē śabda,tˈuː nˈaːpneː ʃˈʌbdə,,2,ne-agent-v1;ipa=espeak
numbers-money.s-n,तीन,,tīna,tˈɪːn,,2,ne-agent-v1;ipa=espeak
numbers-money.s,चार,,cāra,cˈaːɾə,,2,ne-agent-v1;ipa=espeak
numbers-money.w,पाँच,,pām̐ca,pˈãc,,2,ne-agent-v1;ipa=espeak
numbers-money.li,छ,,cha,cʰˈə,,2,ne-agent-v1;ipa=espeak
numbers-money.q,सात,,sāta,sˈaːt,,2,ne-agent-v1;ipa=espeak
numbers-money.b,आठ,,āṭha,ˈaːʈʰ,,2,ne-agent-v1;ipa=espeak
numbers-money.ji,नौ,,nau,nˈɔː,,2,ne-agent-v1;ipa=espeak
numbers-money.sh,दश,,daśa,dˈʌʃ,,2,ne-agent-v1;ipa=espeak
numbers-money.y-b-i,सय,,saya,sˈʌjə,,2,ne-agent-v1;ipa=espeak
numbers-money.y-qi-n,हजार,,hajāra,həɟˈaːɾə,,2,ne-agent-v1;ipa=espeak
numbers-money.y-w-n,दश हजार,,daśa hajāra,dˈʌʃ həɟˈaːɾə,,2,ne-agent-v1;ipa=espeak
numbers-money.b-n,आधा,,ādhā,ˈaːdʰaː,,2,ne-agent-v1;ipa=espeak
numbers-money.yu-n,युआन,,yuāna,juˈaːn,,2,ne-agent-v1;ipa=espeak
numbers-money.ku-i,युआन (बोलचाल),,yuāna (bōlacāla),juˈaːn bˌoːləcˈaːl,,2,ne-agent-v1;ipa=espeak
numbers-money.number-and-classifier-notes,"संख्या जोडेर बनाइन्छ: 11 = shi yi, 20 = er shi, 21 = er shi yi। फोनमा 1 लाई प्रायः yao भनिन्छ। गन्ती सिधै नाउँसँग जोडिँदैन — बीचमा एउटा नाप्ने शब्द चाहिन्छ, जस्तै दुई टिकटको लागि liang zhang piao। ge (सामान्य), wei (मानिस), zhang (टिकट/चेप्टा वस्तु), bei (कप), ping (बोतल)। बोलचालमा yuan लाई kuai भनिन्छ; jiao/mao = 0.1 yuan, fen = 0.01 yuan।",,"saṁkhyā jōḍēra banāincha: 11 = shi yi, 20 = er shi, 21 = er shi yi। phōnamā 1 lāī prāyaḥ yao bhanincha। gantī sidhai nāum̐sam̐ga jōḍim̐daina — bīcamā ēuṭā nāpnē śabda cāhincha, jastai duī ṭikaṭakō lāgi liang zhang piao। ge (sāmānya), wei (mānisa), zhang (ṭikaṭa/cēpṭā vastu), bei (kapa), ping (bōtala)। bōlacālamā yuan lāī kuai bhanincha; jiao/mao = 0.1 yuan, fen = 0.01 yuan।",,,2,ne-agent-v1
numbers-money.2-items,2 वटा,,2 vaṭā,tˈuː wˈʌʈaː,,2,ne-agent-v1;ipa=espeak
numbers-money.yen,येन,,yēna,jˈeːn,,2,ne-agent-v1;ipa=espeak
numbers-money.yen-symbol,¥,,¥,,,2,ne-agent-v1
numbers-money.number-and-classifier-notes-2,"संख्या जोडेर बनाइन्छ: 11 = juuichi, 20 = nijuu, 21 = nijuuichi। गन्ती गर्दा संख्यापछि एउटा प्रत्यय थपिन्छ, जुन वस्तुको आकारअनुसार फरक हुन्छ: -tsu (सामान्य वस्तु), -mai (चेप्टा), -hon (लामो), -nin (मानिस), -hai (कप)। फोन नम्बर भन्दा: 0 = zero वा maru, 4 = yon, 7 = nana, 9 = kyuu; बीचको हाइफन no भनी पढिन्छ।",,"saṁkhyā jōḍēra banāincha: 11 = juuichi, 20 = nijuu, 21 = nijuuichi। gantī gardā saṁkhyāpachi ēuṭā pratyaya thapincha, juna vastukō ākāraanusāra pharaka huncha: -tsu (sāmānya vastu), -mai (cēpṭā), -hon (lāmō), -nin (mānisa), -hai (kapa)। phōna nambara bhandā: 0 = zero vā maru, 4 = yon, 7 = nana, 9 = kyuu; bīcakō hāiphana no bhanī paḍhincha।",,,2,ne-agent-v1
atm-cash.where-is-an-atm,एटीएम कहाँ छ?,,ēṭīēma kahām̐ cha?,ˌeːʈɪːˈeːmə kˈʌhã cʰˈə,,2,ne-agent-v1;ipa=espeak
atm-cash.does-this-atm-take-foreign-cards,के यो एटीएमले विदेशी कार्ड लिन्छ?,,kē yō ēṭīēmalē vidēśī kārḍa lincha?,kˈeː jˈoː ˌeːʈɪːˈeːməlˌeː wɪdˈeːʃi kˈaːrrɖə lˈɪncʰə,,2,ne-agent-v1;ipa=espeak
atm-cash.the-atm-kept-my-card,एटीएमले मेरो कार्ड राख्यो,,ēṭīēmalē mērō kārḍa rākhyō,ˌeːʈɪːˈeːməlˌeː mˈeːɾoː kˈaːrrɖə ɾˈaːkʰjoː,,2,ne-agent-v1;ipa=espeak
atm-cash.is-there-a-fee,के शुल्क लाग्छ?,,kē śulka lāgcha?,kˈeː ʃˈulkə lˈaːɡcʰə,,2,ne-agent-v1;ipa=espeak
atm-cash.the-card-was-declined,कार्ड चलेन,,kārḍa calēna,kˈaːrrɖə cəlˈeːn,,2,ne-agent-v1;ipa=espeak
atm-cash.what-is-the-exchange-rate,विनिमय दर कति हो?,,vinimaya dara kati hō?,wˈɪnɪmˌəjə dˈʌɾə kˈʌtɪ hoː,,2,ne-agent-v1;ipa=espeak
atm-cash.no-money-came-out,पैसा आएन,,paisā āēna,pˈɛːsaː aːˈeːnə,,2,ne-agent-v1;ipa=espeak
atm-cash.where-can-i-change-money,पैसा साट्ने ठाउँ कहाँ छ?,,paisā sāṭnē ṭhāum̐ kahām̐ cha?,pˈɛːsaː sˈaːʈneː ʈʰˈaːũ kˈʌhã cʰˈə,,2,ne-agent-v1;ipa=espeak
atm-cash.the-machine-is-out-of-service,मेसिन बिग्रिएको छ,,mēsina bigriēkō cha,mˈeːsɪn bˌɪɡɾɪˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
atm-cash.please-give-me-smaller-notes,सानो नोट दिनुहोस्,,sānō nōṭa dinuhōs,sˈaːnoː nˈoːʈ dˌɪnuhˈoːs,,2,ne-agent-v1;ipa=espeak
atm-cash.do-you-have-change,के खुद्रा छ?,,kē khudrā cha?,kˈeː kʰˈudɾaː cʰˈə,,2,ne-agent-v1;ipa=espeak
atm-cash.may-i-pay-in,के म {} मा तिर्न सक्छु?,,kē ma {} mā tirna sakchu?,kˈeː mə {} mˈaː tˈɪrrnə sˈʌkcʰu,,2,ne-agent-v1;ipa=espeak
atm-cash.please-charge-in-local-currency,कृपया स्थानीय मुद्रामा नै शुल्क लिनुहोस्,,kr̥payā sthānīya mudrāmā nai śulka linuhōs,kɾˈɪpəjˌaː stʰaːnˈɪːjə mudɾˈaːmaː nˈɛː ʃˈulkə lˌɪnuhˈoːs,,2,ne-agent-v1;ipa=espeak
atm-cash.where-can-i-get-coins,सिक्का कहाँ पाइन्छ?,,sikkā kahām̐ pāincha?,sˈɪkkˌaː kˈʌhã paːˈɪncʰə,,2,ne-agent-v1;ipa=espeak
atm-cash.is-there-a-minimum-for-cards,कार्डको लागि न्यूनतम रकम छ?,,kārḍakō lāgi nyūnatama rakama cha?,kˈaːrrɖəkˌoː lˈaːɡɪ njˈuːnətˌəmə ɾˈʌkəmˌə cʰˈə,,2,ne-agent-v1;ipa=espeak
atm-cash.atm,एटीएम,,ēṭīēma,ˌeːʈɪːˈeːmə,,2,ne-agent-v1;ipa=espeak
atm-cash.banknote,नोट,,nōṭa,nˈoːʈ,,2,ne-agent-v1;ipa=espeak
atm-cash.coin,सिक्का,,sikkā,sˈɪkkˌaː,,2,ne-agent-v1;ipa=espeak
atm-cash.cash-only,नगद मात्र,,nagada mātra,nˈʌɡəd mˈaːtɾə,,2,ne-agent-v1;ipa=espeak
atm-cash.fee,शुल्क,,śulka,ʃˈulkə,,2,ne-agent-v1;ipa=espeak
atm-cash.change,खुद्रा पैसा,,khudrā paisā,kʰˈudɾaː pˈɛːsaː,,2,ne-agent-v1;ipa=espeak
atm-cash.exchange-rate,विनिमय दर,,vinimaya dara,wˈɪnɪmˌəjə dˈʌɾə,,2,ne-agent-v1;ipa=espeak
atm-cash.bank,बैंक,,baiṁka,bˈɛːŋkə,,2,ne-agent-v1;ipa=espeak
