concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
emergency-medical.help,बचाऊ!,,bacāū!,bəcˈaːʊ,,2,ne-agent-v1;ipa=espeak
emergency-medical.please-call-an-ambulance,एम्बुलेन्स बोलाइदिनुहोस्,,ēmbulēnsa bōlāidinuhōs,ˌeːmbulˈeːnsə bˌoːlaːˌɪdɪnuhˈoːs,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-need-a-doctor,मलाई डाक्टर चाहियो,,malāī ḍākṭara cāhiyō,məlˈaːi ɖˈaːkʈəɾˌə cˈaːhɪjˌoː,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-am-sick,म बिरामी छु,,ma birāmī chu,mə bɪɾˈaːmi cʰˈu,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-am-injured,मलाई चोट लागेको छ,,malāī cōṭa lāgēkō cha,məlˈaːi cˈoːʈ laːɡˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
emergency-medical.it-hurts-here,यहाँ दुख्छ,,yahām̐ dukhcha,jˈʌhã dˈukʰcʰə,,2,ne-agent-v1;ipa=espeak
emergency-medical.where-is-a-pharmacy,औषधि पसल कहाँ छ?,,auṣadhi pasala kahām̐ cha?,ˈʌʊʂədʰˌɪ pˈʌsəl kˈʌhã cʰˈə,,2,ne-agent-v1;ipa=espeak
emergency-medical.please-take-me-to-a-hospital,मलाई अस्पताल लानुहोस्,,malāī aspatāla lānuhōs,məlˈaːi ˌəspətˈaːl lˌaːnuhˈoːs,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-feel-unwell,मलाई सन्चो छैन,,malāī sancō chaina,məlˈaːi sˈʌncoː cʰˈɛːnə,,2,ne-agent-v1;ipa=espeak
emergency-medical.this-is-an-emergency,यो आपतकालीन अवस्था हो,,yō āpatakālīna avasthā hō,jˈoː ˌaːpətˌəkaːlˈɪːn əwˈʌstʰaː hoː,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-am-having-a-severe-allergic-reaction,मलाई गम्भीर एलर्जी भइरहेको छ (एनाफाइलेक्सिस),,malāī gambhīra ēlarjī bhairahēkō cha (ēnāphāilēksisa),məlˈaːi ɡəmbʰˈɪːɾə eːlˈʌrrɟi bʰˌəɪɾəhˈeːkoː cʰˈə ˌeːnaːpʰˌaːɪlˈeːksɪs,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-cannot-breathe,मलाई सास फेर्न सकिँदैन,,malāī sāsa phērna sakim̐daina,məlˈaːi sˈaːs pʰˈeːrrnə sˌəkĩdˈɛːnə,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-am-bleeding-badly,मलाई धेरै रगत बगिरहेको छ,,malāī dhērai ragata bagirahēkō cha,məlˈaːi dʰˈeːɾɛː ɾˈʌɡət bˌəɡɪɾəhˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-have-chest-pain,मेरो छातीमा दुख्छ,,mērō chātīmā dukhcha,mˈeːɾoː cʰaːtˈɪːmaː dˈukʰcʰə,,2,ne-agent-v1;ipa=espeak
emergency-medical.this-person-is-unconscious,यो मानिस बेहोस भएको छ,,yō mānisa bēhōsa bhaēkō cha,jˈoː mˈaːnɪs beːhˈoːs bʰəˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
emergency-medical.where-is-the-nearest-hospital,सबैभन्दा नजिकको अस्पताल कहाँ छ?,,sabaibhandā najikakō aspatāla kahām̐ cha?,sˌəbɛːbʰˈʌndaː nˈʌɟɪkˌəkoː ˌəspətˈaːl kˈʌhã cʰˈə,,2,ne-agent-v1;ipa=espeak
emergency-medical.what-is-the-emergency-number,आपतकालीन नम्बर के हो?,,āpatakālīna nambara kē hō?,ˌaːpətˌəkaːlˈɪːn nˈʌmbəɾˌə kˈeː hoː,,2,ne-agent-v1;ipa=espeak
emergency-medical.is-there-a-doctor-who-speaks-english,{source} बोल्ने डाक्टर छ?,,{source} bōlnē ḍākṭara cha?,{source} bˈoːlneː ɖˈaːkʈəɾˌə cʰˈə,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-think-a-bone-is-broken,हड्डी भाँचिएको जस्तो छ,,haḍḍī bhām̐ciēkō jastō cha,hˈʌɖɖˌiː bʰãcˈɪeːkˌoː ɟˈʌstoː cʰˈə,,2,ne-agent-v1;ipa=espeak
emergency-medical.please-call-my-emergency-contact,मेरो आपतकालीन सम्पर्कमा फोन गरिदिनुहोस्,,mērō āpatakālīna samparkamā phōna garidinuhōs,mˈeːɾoː ˌaːpətˌəkaːlˈɪːn səmpˈʌrrkəmˌaː pʰˈoːn ɡˌəɾɪdˌɪnuhˈoːs,,2,ne-agent-v1;ipa=espeak
emergency-medical.i-have-travel-insurance,मसँग यात्रा बीमा छ,,masam̐ga yātrā bīmā cha,məʃˈãɡ jˈaːtɾaː bˈɪːmaː cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-am-diabetic,मलाई मधुमेह छ,,malāī madhumēha cha,məlˈaːi mˌədʰumˈeːhə cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-need-insulin,मलाई इन्सुलिन चाहियो,,malāī insulina cāhiyō,məlˈaːi ˈɪnsulˌɪn cˈaːhɪjˌoː,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-have-asthma,मलाई दम रोग छ,,malāī dama rōga cha,məlˈaːi dˈʌmə ɾˈoːɡ cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-have-a-heart-condition,मलाई मुटुको समस्या छ,,malāī muṭukō samasyā cha,məlˈaːi mˈuʈukˌoː səmˈʌsjaː cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-penicillin,मलाई पेनिसिलिनबाट एलर्जी छ,,malāī pēnisilinabāṭa ēlarjī cha,məlˈaːi pˌeːnɪsˌɪlɪnəbˈaːʈ eːlˈʌrrɟi cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-have-epilepsy,मलाई छारेरोग छ,,malāī chārērōga cha,məlˈaːi cʰˌaːɾeːɾˈoːɡ cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.my-blood-sugar-is-low,मेरो रगतको चिनी कम भएको छ,,mērō ragatakō cinī kama bhaēkō cha,mˈeːɾoː ɾˈʌɡətˌəkoː cˈɪni kˈʌmə bʰəˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-need-my-inhaler,मलाई मेरो इन्हेलर चाहियो,,malāī mērō inhēlara cāhiyō,məlˈaːi mˈeːɾoː ɪnhˈeːləɾˌə cˈaːhɪjˌoː,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-am-pregnant,म गर्भवती छु,,ma garbhavatī chu,mə ɡˈʌrrbʰəwˌəti cʰˈu,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-carry-an-adrenaline-injector,मसँग एड्रेनालिन इन्जेक्टर छ,,masam̐ga ēḍrēnālina injēkṭara cha,məʃˈãɡ ˈeːɖɾeːnˌaːlɪn ɪnɟˈeːkʈəɾˌə cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-take-medicine-for,मलाई {} को औषधि चलिरहेको छ,,malāī {} kō auṣadhi calirahēkō cha,məlˈaːi {} kˈoː ˈʌʊʂədʰˌɪ cˌəlɪɾəhˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-take-blood-thinners,मलाई रगत पातलो पार्ने औषधि चलिरहेको छ,,malāī ragata pātalō pārnē auṣadhi calirahēkō cha,məlˈaːi ɾˈʌɡət pˈaːtəlˌoː pˈaːrrneː ˈʌʊʂədʰˌɪ cˌəlɪɾəhˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.medicine-allergy,औषधि एलर्जी: {},,auṣadhi ēlarjī: {},ˈʌʊʂədʰˌɪ eːlˈʌrrɟi {},,2,ne-agent-v1;ipa=espeak
medical-conditions.this-card-lists-my-conditions,यो कार्डमा मेरा रोगहरू लेखिएका छन्,,yō kārḍamā mērā rōgaharū lēkhiēkā chan,jˈoː kˈaːrrɖəmˌaː mˈeːɾaː ɾˈoːɡəhˌəɾuː lˌeːkʰɪˈeːkaː cʰˈʌn,,2,ne-agent-v1;ipa=espeak
medical-conditions.this-is-my-medicine,यो मेरो औषधि हो,,yō mērō auṣadhi hō,jˈoː mˈeːɾoː ˈʌʊʂədʰˌɪ hoː,,2,ne-agent-v1;ipa=espeak
medical-conditions.please-give-me-sugar-or-juice,मलाई चिनी वा जुस दिनुहोस्,,malāī cinī vā jusa dinuhōs,məlˈaːi cˈɪni wˈaː ɟˈus dˌɪnuhˈoːs,,2,ne-agent-v1;ipa=espeak
medical-conditions.inject-it-into-my-outer-thigh,यो मेरो जाँघको बाहिरपट्टि लगाइदिनुहोस्,,yō mērō jām̐ghakō bāhirapaṭṭi lagāidinuhōs,jˈoː mˈeːɾoː ɟãɡʰˈʌkoː bˌaːhɪɾəpˈʌʈʈˌɪ lˌəɡaːˌɪdɪnuhˈoːs,,2,ne-agent-v1;ipa=espeak
medical-conditions.my-blood-type-is,मेरो रगत समूह {} हो,,mērō ragata samūha {} hō,mˈeːɾoː ɾˈʌɡət səmˈuːhə {} hoː,,2,ne-agent-v1;ipa=espeak
medical-conditions.do-not-give-me,मलाई {} नदिनुहोस्,,malāī {} nadinuhōs,məlˈaːi {} nˌədɪnuhˈoːs,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-aspirin-and-ibuprofen,मलाई एस्पिरिन र आइबुप्रोफेनबाट एलर्जी छ,,malāī ēspirina ra āibuprōphēnabāṭa ēlarjī cha,məlˈaːi ˈeːspɪɾˌɪn ɾə ˌaːɪbˌupɾoːpʰˌeːnəbˈaːʈ eːlˈʌrrɟi cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.my-injector-is-in-my-bag,मेरो इन्जेक्टर मेरो झोलामा छ,,mērō injēkṭara mērō jhōlāmā cha,mˈeːɾoː ɪnɟˈeːkʈəɾˌə mˈeːɾoː ɟʰoːlˈaːmaː cʰˈə,,2,ne-agent-v1;ipa=espeak
medical-conditions.i-am-allergic-to-sulfa-drugs,मलाई सल्फा औषधिबाट एलर्जी छ,,malāī salphā auṣadhibāṭa ēlarjī cha,məlˈaːi sˈʌlpʰaː ˌʌʊʂədʰɪbˈaːʈ eːlˈʌrrɟi cʰˈə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.which-pharmacy-is-open-now,अहिले कुन औषधि पसल खुला छ?,,ahilē kuna auṣadhi pasala khulā cha?,ˈʌhɪlˌeː kˈun ˈʌʊʂədʰˌɪ pˈʌsəl kʰˈulaː cʰˈə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-need-medicine-for,मलाई {} को औषधि चाहियो,,malāī {} kō auṣadhi cāhiyō,məlˈaːi {} kˈoː ˈʌʊʂədʰˌɪ cˈaːhɪjˌoː,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-fever,मलाई ज्वरो आएको छ,,malāī jvarō āēkō cha,məlˈaːi ɟwɾˈoː aːˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-think-i-have-malaria,मलाई मलेरिया भएको जस्तो लाग्छ,,malāī malēriyā bhaēkō jastō lāgcha,məlˈaːi məlˈeːɾɪjˌaː bʰəˈeːkoː ɟˈʌstoː lˈaːɡcʰə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-need-a-malaria-test,मलाई मलेरिया जाँच चाहियो,,malāī malēriyā jām̐ca cāhiyō,məlˈaːi məlˈeːɾɪjˌaː ɟˈãc cˈaːhɪjˌoː,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-diarrhea,मलाई पखाला लागेको छ,,malāī pakhālā lāgēkō cha,məlˈaːi pəkʰˈaːlaː laːɡˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.where-is-an-all-night-pharmacy,रातभर खुला रहने औषधि पसल कहाँ छ?,,rātabhara khulā rahanē auṣadhi pasala kahām̐ cha?,ɾˈaːtəbʰˌəɾə kʰˈulaː ɾˈʌhənˌeː ˈʌʊʂədʰˌɪ pˈʌsəl kˈʌhã cʰˈə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.painkiller,दुखाइ कम गर्ने औषधि,,dukhāi kama garnē auṣadhi,dukʰˈaːɪ kˈʌmə ɡˈʌrrneː ˈʌʊʂədʰˌɪ,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.do-i-need-a-prescription,प्रेस्क्रिप्सन चाहिन्छ?,,prēskripsana cāhincha?,pɾˈeːskɾɪpsˌən caːhˈɪncʰə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-headache,मेरो टाउको दुख्छ,,mērō ṭāukō dukhcha,mˈeːɾoː ʈˈaːʊkˌoː dˈukʰcʰə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.paracetamol-acetaminophen,प्यारासिटामोल,,pyārāsiṭāmōla,pːjˌaːɾaːsˌɪʈaːmˈoːl,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.how-much-should-i-take,कति मात्रामा लिने?,,kati mātrāmā linē?,kˈʌtɪ mˈaːtɾaːmˌaː lˈɪneː,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-am-vomiting,मलाई बान्ता भइरहेको छ,,malāī bāntā bhairahēkō cha,məlˈaːi bˈaːntaː bʰˌəɪɾəhˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.rehydration-salts,ओआरएस,,ōāraēsa,ˌoːaːɾəˈeːs,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.how-many-times-a-day,दिनमा कतिपटक?,,dinamā katipaṭaka?,dˈɪnəmˌaː kˈʌtɪpˌəʈəkˌə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-stomach-ache,मेरो पेट दुख्छ,,mērō pēṭa dukhcha,mˈeːɾoː pˈeːʈ dˈukʰcʰə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-cough,मलाई खोकी लागेको छ,,malāī khōkī lāgēkō cha,məlˈaːi kʰˈoːki laːɡˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.antihistamine,एलर्जीको औषधि,,ēlarjīkō auṣadhi,ˌeːlərrɟˈɪːkoː ˈʌʊʂədʰˌɪ,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.anti-diarrhea-medicine,पखालाको औषधि,,pakhālākō auṣadhi,pˌəkʰaːlˈaːkoː ˈʌʊʂədʰˌɪ,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.is-this-safe-to-take-with,यो {} सँगै लिन मिल्छ?,,yō {} sam̐gai lina milcha?,jˈoː {} ʃãɡˈɛː lˈɪn mˈɪlcʰə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-feel-dizzy,मलाई रिँगटा लागिरहेको छ,,malāī rim̐gaṭā lāgirahēkō cha,məlˈaːi ɾĩɡˈʌʈaː lˌaːɡɪɾəhˈeːkoː cʰˈə,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.ibuprofen,आइबुप्रोफेन,,āibuprōphēna,ˌaːɪbˌupɾoːpʰˈeːn,,2,ne-agent-v1;ipa=espeak
pharmacy-symptoms.i-have-a-sore-throat,मेरो घाँटी दुख्छ,,mērō ghām̐ṭī dukhcha,mˈeːɾoː ɡʰãʈˈiː dˈukʰcʰə,,2,ne-agent-v1;ipa=espeak
