concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
dietary-needs.no-meat,मांस नको,,māṁsa nakō,mˈãs nˈʌkoː,,2,mr-agent-v1;ipa=espeak
dietary-needs.no-eggs,अंडी नको,,aṁḍī nakō,ˈʌɳɖi nˈʌkoː,,2,mr-agent-v1;ipa=espeak
dietary-needs.not-spicy,तिखट नको,,tikhaṭa nakō,tˈɪkʰəʈ nˈʌkoː,,2,mr-agent-v1;ipa=espeak
dietary-needs.less-spicy,कमी तिखट,,kamī tikhaṭa,kˈʌmi tˈɪkʰəʈ,,2,mr-agent-v1;ipa=espeak
dietary-needs.no-peanuts,शेंगदाणे नको,,śēṁgadāṇē nakō,ʃˌẽːɡdˈaːɳeː nˈʌkoː,,2,mr-agent-v1;ipa=espeak
dietary-needs.no-nuts,नट्स नको,,naṭsa nakō,nˈʌʈs nˈʌkoː,tree nuts; a loanword to avoid सुका मेवा's ambiguity with non-nut dried fruit,2,mr-agent-v1;ipa=espeak
dietary-needs.no-seafood,सीफूड नको,,sīphūḍa nakō,sipʰˈuːɖ nˈʌkoː,a loanword covering both fish and shellfish,2,mr-agent-v1;ipa=espeak
dietary-needs.i-am-vegetarian,मी शाकाहारी आहे,,mī śākāhārī āhē,mˈi ʃˌaːkaːhˈaːɾi ˈaːheː,,2,mr-agent-v1;ipa=espeak
dietary-needs.i-am-vegan,मी व्हीगन आहे,,mī vhīgana āhē,mˈi vhˈiːɡən ˈaːheː,stricter than शाकाहारी: no dairy or eggs either,2,mr-agent-v1;ipa=espeak
dietary-needs.i-do-not-eat,मी {} खात नाही,,mī {} khāta nāhī,mˈi {} kʰˈaːt nˈaːhi,,2,mr-agent-v1;ipa=espeak
dietary-needs.i-am-allergic-to,मला {} ची ऍलर्जी आहे,,malā {} cī êlarjī āhē,mˈʌlaː {} cˈi ɛlˈʌɾɟiˌi ˈaːheː,,2,mr-agent-v1;ipa=espeak
dietary-needs.does-it-contain-fish-stock,यात माशाचा स्टॉक आहे का?,,yāta māśācā sṭôka āhē kā?,jˈaːt maːʃˈaːcaː sʈˈɔk ˈaːheː kˈaː,,2,mr-agent-v1;ipa=espeak
dietary-needs.does-it-contain-pork-stock,यात डुकराच्या मांसाचा स्टॉक आहे का?,,yāta ḍukarācyā māṁsācā sṭôka āhē kā?,jˈaːt ɖˌʊkɾˈaːcːjaː mãsˈaːcaː sʈˈɔk ˈaːheː kˈaː,,2,mr-agent-v1;ipa=espeak
dietary-needs.i-have-a-severe-allergy-to,मला {} ची तीव्र ऍलर्जी आहे,,malā {} cī tīvra êlarjī āhē,mˈʌlaː {} cˈi tˈiːvɾə ɛlˈʌɾɟiˌi ˈaːheː,,2,mr-agent-v1;ipa=espeak
food-ordering.table-for-two,दोघांसाठी टेबल,,dōghāṁsāṭhī ṭēbala,dˌoːɡʰãsˈaːʈʰi ʈˈeːbəl,,2,mr-agent-v1;ipa=espeak
food-ordering.is-a-table-available,टेबल उपलब्ध आहे का?,,ṭēbala upalabdha āhē kā?,ʈˈeːbəl ˌʊpəlˈʌbdʰ ˈaːheː kˈaː,,2,mr-agent-v1;ipa=espeak
food-ordering.menu-please,"मेनू, कृपया",,"mēnū, kr̥payā","mˈeːnuː, kɾˈʊpjˌaː",,2,mr-agent-v1;ipa=espeak
food-ordering.i-want-this,मला हे हवे आहे,,malā hē havē āhē,mˈʌlaː hˈeː hˈʌveː ˈaːheː,,2,mr-agent-v1;ipa=espeak
food-ordering.do-you-have-drinking-water,पिण्याचे पाणी आहे का?,,piṇyācē pāṇī āhē kā?,pɪɳjˈaːceː pˈaːɳi ˈaːheː kˈaː,,2,mr-agent-v1;ipa=espeak
food-ordering.to-go-please,"पार्सल, कृपया",,"pārsala, kr̥payā","pˈaːrsəl, kɾˈʊpjˌaː",takeaway,2,mr-agent-v1;ipa=espeak
food-ordering.check-please,"बिल द्या, कृपया",,"bila dyā, kr̥payā","bˈɪl djˈaː, kɾˈʊpjˌaː",,2,mr-agent-v1;ipa=espeak
food-ordering.does-it-contain,यात {} आहे का?,,yāta {} āhē kā?,jˈaːt {} ˈaːheː kˈaː,,2,mr-agent-v1;ipa=espeak
food-ordering.is-this-vegetarian,हे शाकाहारी आहे का?,,hē śākāhārī āhē kā?,hˈeː ʃˌaːkaːhˈaːɾi ˈaːheː kˈaː,,2,mr-agent-v1;ipa=espeak
food-ordering.what-do-you-recommend,तुम्ही काय सुचवाल?,,tumhī kāya sucavāla?,tˈʊmhi kˈaːj sˌʊcvˈaːl,,2,mr-agent-v1;ipa=espeak
food-ordering.water-please,"पाणी द्या, कृपया",,"pāṇī dyā, kr̥payā","pˈaːɳi djˈaː, kɾˈʊpjˌaː",,2,mr-agent-v1;ipa=espeak
food-ordering.can-a-vegetarian-eat-this,शाकाहारी व्यक्ती हे खाऊ शकते का?,,śākāhārī vyaktī hē khāū śakatē kā?,ʃˌaːkaːhˈaːɾi vjˈʌkti hˈeː kʰˈaːu ʃˈʌktˌeː kˈaː,,2,mr-agent-v1;ipa=espeak
dietary-needs.no-pork,डुकराचे मांस नको,,ḍukarācē māṁsa nakō,ɖˌʊkɾˈaːceː mˈãs nˈʌkoː,,2,mr-agent-v1;ipa=espeak
dietary-needs.is-this-halal,हे हलाल आहे का?,,hē halāla āhē kā?,hˈeː həlˈaːl ˈaːheː kˈaː,,2,mr-agent-v1;ipa=espeak
dietary-needs.does-it-contain-pork-fat,यात डुकराची चरबी आहे का?,,yāta ḍukarācī carabī āhē kā?,jˈaːt ɖˌʊkɾˈaːci cˈʌɾbˌi ˈaːheː kˈaː,,2,mr-agent-v1;ipa=espeak
