concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
numbers-money.l-ng,शून्य,,śūnya,ʃˈuːnjə,,2,mr-agent-v1;ipa=espeak
numbers-money.y,एक,,ēka,ˈeːk,,2,mr-agent-v1;ipa=espeak
numbers-money.r,दोन,,dōna,dˈoːn,,2,mr-agent-v1;ipa=espeak
numbers-money.li-ng,2 + मापक शब्द,,2 + māpaka śabda,dˈoːn mˈaːpək ʃˈʌbd,,1,mr-gloss-v1;ipa=espeak
numbers-money.s-n,तीन,,tīna,tˈiːn,,2,mr-agent-v1;ipa=espeak
numbers-money.s,चार,,cāra,cˈaːɾ,,2,mr-agent-v1;ipa=espeak
numbers-money.w,पाच,,pāca,pˈaːc,,2,mr-agent-v1;ipa=espeak
numbers-money.li,सहा,,sahā,sˈʌhaː,,2,mr-agent-v1;ipa=espeak
numbers-money.q,सात,,sāta,sˈaːt,,2,mr-agent-v1;ipa=espeak
numbers-money.b,आठ,,āṭha,ˈaːʈʰ,,2,mr-agent-v1;ipa=espeak
numbers-money.ji,नऊ,,naū,nˈʌu,,2,mr-agent-v1;ipa=espeak
numbers-money.sh,दहा,,dahā,dˈʌhaː,,2,mr-agent-v1;ipa=espeak
numbers-money.y-b-i,शंभर,,śaṁbhara,ʃˈʌmbʰəɾ,,2,mr-agent-v1;ipa=espeak
numbers-money.y-qi-n,हजार,,hajāra,həzˈaːɾ,,2,mr-agent-v1;ipa=espeak
numbers-money.y-w-n,दहा हजार,,dahā hajāra,dˈʌhaː həzˈaːɾ,,2,mr-agent-v1;ipa=espeak
numbers-money.b-n,अर्धा,,ardhā,ˈʌɾdʰaː,,2,mr-agent-v1;ipa=espeak
numbers-money.yu-n,युआन,,yuāna,jʊˈaːn,,2,mr-gloss-v1;ipa=espeak
numbers-money.ku-i,युआन (बोलचालीत),,yuāna (bōlacālīta),jʊˈaːn bˌoːlcaːlˈiːt,,1,mr-gloss-v1;ipa=espeak
numbers-money.number-and-classifier-notes,"संख्या जोडून तयार होतात: 11 = shi yi, 20 = er shi, 21 = er shi yi. फोनवर 1 अनेकदा yao असे म्हणतात. मोजताना संख्या थेट नामाला जोडली जात नाही -- मध्ये एक मापक शब्द लागतो, म्हणजे दोन तिकिटांसाठी liang zhang piao. ge (सर्वसाधारण), wei (माणसे), zhang (तिकिटे/सपाट वस्तू), bei (कप), ping (बाटल्या). बोलीभाषेत yuan ला kuai म्हणतात; jiao/mao = 0.1 yuan, fen = 0.01 yuan.",,"saṁkhyā jōḍūna tayāra hōtāta: 11 = shi yi, 20 = er shi, 21 = er shi yi. phōnavara 1 anēkadā yao asē mhaṇatāta. mōjatānā saṁkhyā thēṭa nāmālā jōḍalī jāta nāhī -- madhyē ēka māpaka śabda lāgatō, mhaṇajē dōna tikiṭāṁsāṭhī liang zhang piao. ge (sarvasādhāraṇa), wei (māṇasē), zhang (tikiṭē/sapāṭa vastū), bei (kapa), ping (bāṭalyā). bōlībhāṣēta yuan lā kuai mhaṇatāta; jiao/mao = 0.1 yuan, fen = 0.01 yuan.",,,2,mr-notes-v1
numbers-money.2-items,2 वस्तू,,2 vastū,dˈoːn vˈʌstuː,,1,mr-gloss-v1;ipa=espeak
numbers-money.yen,येन,,yēna,jˈeːn,,2,mr-gloss-v1;ipa=espeak
numbers-money.yen-symbol,¥,,¥,,,2,mr-gloss-v1
numbers-money.number-and-classifier-notes-2,"संख्या जोडून तयार होतात: 11 = juuichi, 20 = nijuu, 21 = nijuuichi. मोजताना संख्येनंतर एक प्रत्यय येतो, जो वस्तूच्या आकारावर ठरतो: -tsu (सर्वसाधारण वस्तू), -mai (सपाट), -hon (लांब), -nin (माणसे), -hai (कप). फोन नंबर सांगताना: 0 = zero किंवा maru, 4 = yon, 7 = nana, 9 = kyuu; मधला हायफन no असा वाचला जातो.",,"saṁkhyā jōḍūna tayāra hōtāta: 11 = juuichi, 20 = nijuu, 21 = nijuuichi. mōjatānā saṁkhyēnaṁtara ēka pratyaya yētō, jō vastūcyā ākārāvara ṭharatō: -tsu (sarvasādhāraṇa vastū), -mai (sapāṭa), -hon (lāṁba), -nin (māṇasē), -hai (kapa). phōna naṁbara sāṁgatānā: 0 = zero kiṁvā maru, 4 = yon, 7 = nana, 9 = kyuu; madhalā hāyaphana no asā vācalā jātō.",,,2,mr-notes-v1
atm-cash.where-is-an-atm,एटीएम कुठे आहे?,,ēṭīēma kuṭhē āhē?,ˌeːʈiˈeːm kˈʊʈʰeː ˈaːheː,,2,mr-agent-v1;ipa=espeak
