concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
directions.where-is,{} कुठे आहे?,,{} kuṭhē āhē?,{} kˈʊʈʰeː ˈaːheː,,2,mr-agent-v1;ipa=espeak
directions.how-do-i-get-to,{} कडे कसे जायचे?,,{} kaḍē kasē jāyacē?,{} kˈʌɖeː kˈʌseː zˈaːjcˌeː,,2,mr-agent-v1;ipa=espeak
directions.is-it-far,हे लांब आहे का?,,hē lāṁba āhē kā?,hˈeː lˈãb ˈaːheː kˈaː,,2,mr-agent-v1;ipa=espeak
directions.how-long-on-foot,पायी किती वेळ लागतो?,,pāyī kitī vēḷa lāgatō?,pˈaːji kˈɪti vˈeːɭ lˈaːɡtˌoː,,2,mr-agent-v1;ipa=espeak
directions.please-show-me-on-the-map,नकाशावर दाखवा,,nakāśāvara dākhavā,nˌəkaːʃˈaːvəɾ dˈaːkʰvˌaː,,2,mr-agent-v1;ipa=espeak
directions.where-is-the-nearest,सगळ्यात जवळचे {} कुठे आहे?,,sagaḷyāta javaḷacē {} kuṭhē āhē?,sˌəɡɭjˈaːt zˈʌvəɭceː {} kˈʊʈʰeː ˈaːheː,,2,mr-agent-v1;ipa=espeak
directions.where-am-i,मी कुठे आहे?,,mī kuṭhē āhē?,mˈi kˈʊʈʰeː ˈaːheː,,2,mr-agent-v1;ipa=espeak
directions.which-way,कोणत्या दिशेने?,,kōṇatyā diśēnē?,koːɳˈʌtjaː dɪʃˈeːneː,,2,mr-agent-v1;ipa=espeak
directions.can-i-walk-there,तिथे पायी जाता येईल का?,,tithē pāyī jātā yēīla kā?,tˈɪtʰeː pˈaːji zˈaːtaː jeːˈiːl kˈaː,"impersonal, no gender",2,mr-agent-v1;ipa=espeak
directions.how-far-is-it,किती अंतर आहे?,,kitī aṁtara āhē?,kˈɪti ˈʌntəɾ ˈaːheː,,2,mr-agent-v1;ipa=espeak
directions.which-exit,कोणता एक्झिट?,,kōṇatā ēkjhiṭa?,kˈoːɳtˌaː ˈeːkɟʰɪʈ,,2,mr-agent-v1;ipa=espeak
directions.can-you-show-me-the-way,तुम्ही रस्ता दाखवाल का?,,tumhī rastā dākhavāla kā?,tˈʊmhi ɾˈʌstaː dˌaːkʰvˈaːl kˈaː,,2,mr-agent-v1;ipa=espeak
directions.north,उत्तर,,uttara,ˈʊtːəɾ,,2,mr-agent-v1;ipa=espeak
directions.south,दक्षिण,,dakṣiṇa,dˈʌkʃɪɳ,,2,mr-agent-v1;ipa=espeak
directions.east,पूर्व,,pūrva,pˈuːrv,,2,mr-agent-v1;ipa=espeak
directions.west,पश्चिम,,paścima,pˈʌʃcɪm,,2,mr-agent-v1;ipa=espeak
quick-directions.go-straight,सरळ जा,,saraḷa jā,sˈʌɾəɭ zˈaː,,2,mr-agent-v1;ipa=espeak
quick-directions.turn-left,डावीकडे वळा,,ḍāvīkaḍē vaḷā,ɖaːvˈiːkɖˌeː vˈʌɭaː,,2,mr-agent-v1;ipa=espeak
quick-directions.turn-right,उजवीकडे वळा,,ujavīkaḍē vaḷā,ˌʊzvˈiːkɖˌeː vˈʌɭaː,,2,mr-agent-v1;ipa=espeak
quick-directions.this-way,इकडून,,ikaḍūna,ˌɪkɖˈuːn,,2,mr-agent-v1;ipa=espeak
quick-directions.that-way,तिकडून,,tikaḍūna,tˌɪkɖˈuːn,,2,mr-agent-v1;ipa=espeak
