concept_id,text,text_alt,romanization_iso15919,ipa,literal,confidence,provenance
pronouns-verbs.i-me,मी / मला,,mī / malā,mˈi / mˈʌlaː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.we-us,आम्ही / आम्हाला,,āmhī / āmhālā,ˈaːmhi / ˈaːmhaːlˌaː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.you,तू,,tū,tˈuː,familiar,2,mr-agent-v1;ipa=espeak
pronouns-verbs.you-polite,तुम्ही,,tumhī,tˈʊmhi,use this always,2,mr-agent-v1;ipa=espeak
pronouns-verbs.he-him,तो / त्याला,,tō / tyālā,tˈoː / tːjˈaːlaː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.she-her,ती / तिला,,tī / tilā,tˈi / tˈɪlaː,not the same as 'he' -- Marathi genders third-person pronouns,2,mr-agent-v1;ipa=espeak
pronouns-verbs.they-them,ते / त्यांना,,tē / tyāṁnā,tˈeː / tːjˈãnaː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.my-mine,माझा / माझी,,mājhā / mājhī,mˈaːɟʰaː / mˈaːɟʰi,m / f (माझे for n),2,mr-agent-v1;ipa=espeak
pronouns-verbs.your-yours,तुमचा / तुमची,,tumacā / tumacī,tˈʊmcˌaː / tˈʊmcˌi,m / f (तुमचे for n),2,mr-agent-v1;ipa=espeak
pronouns-verbs.be-called-call,नाव / बोलावणे,,nāva / bōlāvaṇē,nˈaːv / boːlˈaːvɳˌeː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.have,कडे आहे,,kaḍē āhē,kˈʌɖeː ˈaːheː,near [someone] is,2,mr-agent-v1;ipa=espeak
pronouns-verbs.do-not-have,कडे नाही,,kaḍē nāhī,kˈʌɖeː nˈaːhi,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.go,जाणे,,jāṇē,zˈaːɳeː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.come,येणे,,yēṇē,jˈeːɳeː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.would-like,हवे,,havē,hˈʌveː,is wanted,2,mr-agent-v1;ipa=espeak
pronouns-verbs.want,हवे असणे,,havē asaṇē,hˈʌveː ˈʌsɳˌeː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.look-for,शोधणे,,śōdhaṇē,ʃˈoːdʰɳˌeː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.buy,विकत घेणे,,vikata ghēṇē,vˈɪkət ɡʰˈeːɳeː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.like,आवडणे,,āvaḍaṇē,ˈaːvəɖɳeː,to be pleasing,2,mr-agent-v1;ipa=espeak
pronouns-verbs.need,गरज असणे,,garaja asaṇē,ɡˈʌɾəz ˈʌsɳˌeː,need is,2,mr-agent-v1;ipa=espeak
pronouns-verbs.there-is-have,आहे,,āhē,ˈaːheː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.there-is-not-do-not-have,नाही,,nāhī,nˈaːhi,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.want-to-verb,मला …आयचे आहे,,malā …āyacē āhē,mˈʌlaː ˈaːjcˌeː ˈaːheː,"verb root + -āyacē (roots ending in a vowel take -yacē instead, e.g. जायचे)",2,mr-agent-v1;ipa=espeak
pronouns-verbs.want-thing,मला … हवे आहे,,malā … havē āhē,mˈʌlaː hˈʌveː ˈaːheː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.need-thing,मला … ची गरज आहे,,malā … cī garaja āhē,mˈʌlaː cˈi ɡˈʌɾəz ˈaːheː,,2,mr-agent-v1;ipa=espeak
pronouns-verbs.looking-for-thing,मी … शोधत आहे,,mī … śōdhata āhē,mˈi ʃˈoːdʰət ˈaːheː,,2,mr-agent-v1;ipa=espeak
question-words.what,काय,,kāya,kˈaːj,,2,mr-agent-v1;ipa=espeak
question-words.where,कुठे,,kuṭhē,kˈʊʈʰeː,,2,mr-agent-v1;ipa=espeak
question-words.who,कोण,,kōṇa,kˈoːɳ,,2,mr-agent-v1;ipa=espeak
question-words.which-one,कोणता,,kōṇatā,kˈoːɳtˌaː,"m (कोणती f, कोणते n)",2,mr-agent-v1;ipa=espeak
question-words.when,कधी,,kadhī,kˈʌdʰi,,2,mr-agent-v1;ipa=espeak
question-words.how,कसे,,kasē,kˈʌseː,,2,mr-agent-v1;ipa=espeak
question-words.how-much-many,किती,,kitī,kˈɪti,,2,mr-agent-v1;ipa=espeak
question-words.how-many,किती,,kitī,kˈɪti,same word as how-much/many -- किती does not inflect for count,2,mr-agent-v1;ipa=espeak
question-words.why,का,,kā,kˈaː,,2,mr-agent-v1;ipa=espeak
question-words.this,हे,,hē,hˈeː,generic; हा/ही if the referent's gender is known,2,mr-agent-v1;ipa=espeak
question-words.that,ते,,tē,tˈeː,generic; तो/ती if the referent's gender is known,2,mr-agent-v1;ipa=espeak
question-words.here,इथे,,ithē,ˈɪtʰeː,,2,mr-agent-v1;ipa=espeak
question-words.there,तिथे,,tithē,tˈɪtʰeː,,2,mr-agent-v1;ipa=espeak
question-words.a-little,थोडे,,thōḍē,tʰˈoːɖeː,,2,mr-agent-v1;ipa=espeak
question-words.some,काही,,kāhī,kˈaːhi,,2,mr-agent-v1;ipa=espeak
question-words.very,खूप,,khūpa,kʰˈuːp,,2,mr-agent-v1;ipa=espeak
question-words.too,खूप जास्त,,khūpa jāsta,kʰˈuːp zˈaːst,too much,2,mr-agent-v1;ipa=espeak
question-words.also,सुद्धा,,suddhā,sˈʊdʰːaː,,2,mr-agent-v1;ipa=espeak
question-words.all-both,सर्व / दोन्ही,,sarva / dōnhī,sˈʌrv / dˈoːnhi,,2,mr-agent-v1;ipa=espeak
question-words.how-much-what-price,किती किमतीला आहे,,kitī kimatīlā āhē,kˈɪti kˌɪmtˈiːlaː ˈaːheː,of how much price is [it],2,mr-agent-v1;ipa=espeak
