concept_id,text,text_alt,ipa,literal,confidence,provenance
introductions.my-name-is,Mi chiamo {},,mɪ kjˈamo {},,2,it-agent-v1;ipa=espeak
introductions.nice-to-meet-you,Piacere,Molto piacere,pjatʃˈere,,2,it-agent-v1;ipa=espeak
introductions.what-is-your-name,Come si chiama?,,kˌome sɪ kjˈama,,2,it-agent-v1;ipa=espeak
introductions.we-are-traveling-together,Viaggiamo insieme,,vjadʒːˈamo insɪˈɛme,,2,it-agent-v1;ipa=espeak
introductions.this-is-my-friend,Questo è il mio amico,Questa è la mia amica,kwˈesto ˌɛ il mˌio amˈiko,,2,it-agent-v1;ipa=espeak
introductions.i-am-from,Vengo da {},Sono di {},vˈeŋɡo dˈa {},,2,it-agent-v1;ipa=espeak
introductions.where-are-you-from,Di dov'è?,,dɪ dovˈɛ,,2,it-agent-v1;ipa=espeak
introductions.how-are-you,Come sta?,,kˌome stˈa,,2,it-agent-v1;ipa=espeak
introductions.i-am-a-tourist,Sono un turista,Sono una turista,sˌono ʊn tʊrˈista,,2,it-agent-v1;ipa=espeak
introductions.this-is-my-husband-wife,Lui è mio marito / lei è mia moglie,,lˌʊi e mˌio marˈito / lˌɛi e mˌia mˈoʎe,,2,it-agent-v1;ipa=espeak
introductions.this-is-my-daughter-son,Lei è mia figlia / lui è mio figlio,,lˌɛi e mˌia fˈiʎa / lˌʊi e mˌio fˈiʎo,,2,it-agent-v1;ipa=espeak
introductions.i-am-traveling-alone,Viaggio da solo/a,,vjˈadʒːo da sˈolo / ˈaː,,2,it-agent-v1;ipa=espeak
