concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
numbers-money.l-ng,صفر,۰,sifr,sɪfˈaɾ,"the word is in text and the Urdu numeral in text_alt: Pakistan prints prices, number plates and road signs in 0-9 and keeps ۰۱۲۳۴۵۶۷۸۹ for Urdu prose, and espeak's Urdu voice returns nothing at all for U+06F0-06F9",2,ur-agent-v1;ipa=espeak
numbers-money.y,ایک,۱,ek,ˈeːk,,2,ur-agent-v1;ipa=espeak
numbers-money.r,دو,۲,do,dˈoː,,2,ur-agent-v1;ipa=espeak
numbers-money.li-ng,دو اور ماپ کا لفظ,,do aur māp kā lafz,dˈoː ɔɾ mˈaːp kaː lˈafz,,2,ur-agent-v1;ipa=espeak
numbers-money.s-n,تین,۳,tīn,tˈiːn,,2,ur-agent-v1;ipa=espeak
numbers-money.s,چار,۴,chār,cˈaːɾ,,2,ur-agent-v1;ipa=espeak
numbers-money.w,پانچ,۵,pāñch,pˈaːnc,,2,ur-agent-v1;ipa=espeak
numbers-money.li,چھ,۶,chhah,cʰˈeh,,2,ur-agent-v1;ipa=espeak
numbers-money.q,سات,۷,sāt,sˈaːt,,2,ur-agent-v1;ipa=espeak
numbers-money.b,آٹھ,۸,āṭh,ˈaːʈʰ,,2,ur-agent-v1;ipa=espeak
numbers-money.ji,نو,۹,nau,nˈoː,,2,ur-agent-v1;ipa=espeak
numbers-money.sh,دس,۱۰,das,dˈʌs,spelled out: two digits in a right-to-left row print reversed,2,ur-agent-v1;ipa=espeak
numbers-money.y-b-i,سو,۱۰۰,sau,sˈoː,,2,ur-agent-v1;ipa=espeak
numbers-money.y-qi-n,ہزار,۱۰۰۰,hazār,həzˈaːɾ,,2,ur-agent-v1;ipa=espeak
numbers-money.y-w-n,دس ہزار,۱۰۰۰۰,das hazār,dˈʌs həzˈaːɾ,,2,ur-agent-v1;ipa=espeak
numbers-money.b-n,آدھا,۱/۲,ādhā,ˈaːdʰaː,half,2,ur-agent-v1;ipa=espeak
numbers-money.yu-n,یوان,,yuān,jɔˈaːn,,2,ur-agent-v1;ipa=espeak
numbers-money.ku-i,یوان، بول چال میں,,"yuān, bol-chāl meñ",jɔˈaːn bˈoːl cˈaːl mˈẽ,,2,ur-agent-v1;ipa=espeak
