concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
social-basics.hello,السلام علیکم,ہیلو,as-salām alaikum,alsəlˈaːm alˈiːkəm,the universal Muslim greeting; ہیلو is the urban informal,2,ur-agent-v1;ipa=espeak
social-basics.hello-polite,السلام علیکم ورحمۃ اللہ,آداب,as-salām alaikum wa rahmatullāh,alsəlˈaːm alˈiːkəm ʋˈʌɾəhˌəmət ˈallaːh,آداب is the secular/Lucknow-tradition polite greeting,2,ur-agent-v1;ipa=espeak
social-basics.good-morning,صبح بخیر,السلام علیکم,subah bakhair,sˌəbˈah baxˈɛːɾ,السلام علیکم serves at any hour,2,ur-agent-v1;ipa=espeak
social-basics.good-evening,شام بخیر,السلام علیکم,shām bakhair,ʃˈaːm baxˈɛːɾ,,2,ur-agent-v1;ipa=espeak
social-basics.goodbye,خدا حافظ,اللہ حافظ,khudā hāfiz,xˈʊdaː hˈaːfɪz,"اللہ حافظ is the more religiously marked variant, now commoner in Pakistan",2,ur-agent-v1;ipa=espeak
social-basics.thank-you,شکریہ,,shukriya,ʃʊkɾˈiːa,,2,ur-agent-v1;ipa=espeak
social-basics.you-are-welcome,کوئی بات نہیں,,ko’ī bāt nahīñ,kˈoːi bˈaːt nahˈĩː,it is nothing,2,ur-agent-v1;ipa=espeak
social-basics.excuse-me-sorry,سنیے,معاف کیجیے,suniye,sˈʊniˌeː,to get attention,2,ur-agent-v1;ipa=espeak
social-basics.sorry,معاف کیجیے,سوری,māf kījiye,mˈaːf kˈiːɟiˌeː,,2,ur-agent-v1;ipa=espeak
social-basics.no-problem,کوئی مسئلہ نہیں,,ko’ī mas’ala nahīñ,kˈoːi mˈʌsəla nahˈĩː,,2,ur-agent-v1;ipa=espeak
social-basics.i-do-not-know,مجھے نہیں معلوم,مجھے پتا نہیں,mujhe nahīñ mālūm,mˌʊɟʰeː nahˈĩː mˈaːluːm,,2,ur-agent-v1;ipa=espeak
social-basics.good-night,شب بخیر,,shab bakhair,ʃˈʌb baxˈɛːɾ,,2,ur-agent-v1;ipa=espeak
social-basics.okay-fine-i-am-okay,ٹھیک ہے,,ṭhīk hai,ʈʰˈiːk hɛ,,2,ur-agent-v1;ipa=espeak
communication.i-do-not-speak-this-language,مجھے {target} نہیں آتی,,mujhe {target} nahīñ ātī,mˌʊɟʰeː {target} nahˈĩː ˈaːti,,2,ur-agent-v1;ipa=espeak
communication.i-speak-only-a-little-of-this,مجھے {target} تھوڑی سی آتی ہے,,mujhe {target} thoṛī sī ātī hai,mˌʊɟʰeː {target} tʰˈoːɽi sˈiː ˈaːti hɛ,,2,ur-agent-v1;ipa=espeak
communication.do-you-speak-english,کیا آپ کو {source} آتی ہے؟,,kyā āp ko {source} ātī hai?,kjˈaː ˌaːp kˈoː {source} ˈaːti hɛ,,2,ur-agent-v1;ipa=espeak
communication.please-speak-more-slowly,ذرا آہستہ بولیے,,zarā āhista boliye,zˈʌɾaː aːhˈɪsta bˈoːljeː,,2,ur-agent-v1;ipa=espeak
communication.i-do-not-understand-spoken,مجھے سمجھ نہیں آ رہا,,mujhe samajh nahīñ ā rahā,mˌʊɟʰeː sˈʌməɟʰ nahˈĩː ˈaː ɾˈʌhaː,masculine speaker; a woman says آ رہی,2,ur-agent-v1;ipa=espeak
communication.i-cannot-read-understand,مجھے یہ پڑھنا نہیں آتا,,mujhe yah paṛhnā nahīñ ātā,mˌʊɟʰeː jeːh pˈʌɽʰənˌaː nahˈĩː ˈaːtaː,,2,ur-agent-v1;ipa=espeak
communication.please-say-it-again,پھر سے کہیے,,phir se kahiye,pʰˈɪɾ seː kˈʌhjeː,,2,ur-agent-v1;ipa=espeak
communication.please-write-it-down,لکھ دیجیے,,likh dījiye,lˈɪkʰ diɟˈiːeː,,2,ur-agent-v1;ipa=espeak
communication.please-wait-a-moment,ذرا رکیے,,zarā rukiye,zˈʌɾaː ɾˈʌkjeː,,2,ur-agent-v1;ipa=espeak
communication.can-you-help-me,میری مدد کیجیے,,merī madad kījiye,mˈeːɾi mˈʌdəd kˈiːɟiˌeː,,2,ur-agent-v1;ipa=espeak
communication.please-show-me-the-text,وہ {target} میں لکھا ہوا دکھائیے,,wah {target} meñ likhā hu’ā dikhā’iye,ʋoː {target} mˈẽ lˈɪkʰaː hˈaʋaː dəkʰˈaːiˌeː,,2,ur-agent-v1;ipa=espeak
communication.i-cannot-make-out-what-you-are-saying,آپ کی بات سمجھ نہیں آ رہی,,āp kī bāt samajh nahīñ ā rahī,ˌaːp ki bˈaːt sˈʌməɟʰ nahˈĩː ˈaː ɾˈʌhi,,2,ur-agent-v1;ipa=espeak
communication.i-do-not-understand,مجھے سمجھ نہیں آیا,,mujhe samajh nahīñ āyā,mˌʊɟʰeː sˈʌməɟʰ nahˈĩː ˈaːjaː,,2,ur-agent-v1;ipa=espeak
communication.i-cannot-read-it,مجھے یہ پڑھنا نہیں آتا,,mujhe yah paṛhnā nahīñ ātā,mˌʊɟʰeː jeːh pˈʌɽʰənˌaː nahˈĩː ˈaːtaː,,2,ur-agent-v1;ipa=espeak
communication.please-write-it-in-roman-letters,یہ رومن حروف میں لکھ دیجیے,,yah roman hurūf meñ likh dījiye,jeːh ɾˈoːmən hʊɾˈuːf mˈẽ lˈɪkʰ diɟˈiːeː,,2,ur-agent-v1;ipa=espeak
quick-responses.please-go-ahead,کہیے,,kahiye,kˈʌhjeː,,2,ur-agent-v1;ipa=espeak
quick-responses.yes-right,جی ہاں,ہاں,jī hāñ,ɟˈiː hˈãː,,2,ur-agent-v1;ipa=espeak
quick-responses.no-not,نہیں,جی نہیں,nahīñ,nahˈĩː,,2,ur-agent-v1;ipa=espeak
quick-responses.okay-can,ٹھیک ہے,,ṭhīk hai,ʈʰˈiːk hɛ,,2,ur-agent-v1;ipa=espeak
quick-responses.cannot-not-allowed,منع ہے,,manā hai,mˈʌnaː hɛ,,2,ur-agent-v1;ipa=espeak
quick-responses.works-okay,چلے گا,,chale gā,cˈʌleː ɡaː,,2,ur-agent-v1;ipa=espeak
quick-responses.does-not-work-no,نہیں چلے گا,,nahīñ chale gā,nahˈĩː cˈʌleː ɡaː,,2,ur-agent-v1;ipa=espeak
quick-responses.can-possible,ہو سکتا ہے,,ho saktā hai,hˈoː sˈʌktˌaː hɛ,,2,ur-agent-v1;ipa=espeak
quick-responses.cannot-not-possible,نہیں ہو سکتا,,nahīñ ho saktā,nahˈĩː hˈoː sˈʌktˌaː,,2,ur-agent-v1;ipa=espeak
quick-responses.okay-fine,بالکل,,bilkul,bˈɪlkˌʊl,absolutely,2,ur-agent-v1;ipa=espeak
quick-responses.no-good-not-allowed-will-not-work,نہیں ہو گا,,nahīñ ho gā,nahˈĩː hˈoː ɡaː,,2,ur-agent-v1;ipa=espeak
phone-translation.i-am-using-phone-translation,فون سے ترجمہ ہو رہا ہے,,fon se tarjuma ho rahā hai,fˈoːn seː tˈaɾɟˌʊma hˈoː ɾˈʌhaː hɛ,,2,ur-agent-v1;ipa=espeak
phone-translation.please-speak-toward-the-phone,فون کی طرف بولیے,,fon kī taraf boliye,fˈoːn ki taɾˈaf bˈoːljeː,,2,ur-agent-v1;ipa=espeak
phone-translation.please-write-the-place-name,جگہ کا نام {target} میں لکھ دیجیے,,jagah kā nām {target} meñ likh dījiye,ɟˈʌɡˌa kaː nˈaːm {target} mˈẽ lˈɪkʰ diɟˈiːeː,,2,ur-agent-v1;ipa=espeak
