concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
trail-words.trail,ٹریک,پگڈنڈی,ṭrek,ʈɾˈeːk,ṭrek is what hikers in Pakistan say; pagḍanḍī is the Urdu word for a footpath,2,ur-agent-v1;ipa=espeak
trail-words.trailhead,ٹریک کا آغاز,,ṭrek kā āghāz,ʈɾˈeːk kaː aːɣˈaːz,,2,ur-agent-v1;ipa=espeak
trail-words.summit,چوٹی,,choṭī,cˈoːʈi,,2,ur-agent-v1;ipa=espeak
trail-words.viewpoint,ویو پوائنٹ,نظارے کی جگہ,wyū po’inṭ,ʋˈeːoː pˌʊaːˈɪnʈ,,2,ur-agent-v1;ipa=espeak
trail-words.cableway,کیبل کار,چیئر لفٹ,kebal kār,kˈeːbəl kˈaːɾ,cable car; Pakistani hill stations sign it chī’ar lifṭ,2,ur-agent-v1;ipa=espeak
trail-words.shuttle-bus,شٹل بس,,shaṭal bas,ʃˈʌʈəl bˈʌs,,2,ur-agent-v1;ipa=espeak
trail-words.park-shuttle,پارک کی بس,,pārk kī bas,pˈaːɾk ki bˈʌs,,2,ur-agent-v1;ipa=espeak
trail-words.steps,سیڑھیاں,,sīṛhiyāñ,sˈiːɽʰjãː,,2,ur-agent-v1;ipa=espeak
trail-words.up-uphill,چڑھائی,,chaṛhā’ī,cəɽʰˈaːi,,2,ur-agent-v1;ipa=espeak
trail-words.down-downhill,اترائی,,utrā’ī,ʊtɾˈaːi,,2,ur-agent-v1;ipa=espeak
trail-words.one-way,ایک طرفہ,,ek tarafa,ˈeːk tˈaɾfa,,2,ur-agent-v1;ipa=espeak
trail-words.round-trip,آنا جانا,دو طرفہ,ānā jānā,ˈaːnaː ɟˈaːnaː,going and coming,2,ur-agent-v1;ipa=espeak
weather.forecast,موسم کا حال کیا ہے؟,موسم کی پیش گوئی کیا ہے؟,mausam kā hāl kyā hai?,mˈoːsəm kaː hˈaːl kjˈaː hɛ,,2,ur-agent-v1;ipa=espeak
weather.will-it-rain,کیا آج بارش ہو گی؟,,kyā āj bārish ho gī?,kjˈaː ˈaːɟ bˈaːɾɪʃ hˈoː ɡi,,2,ur-agent-v1;ipa=espeak
weather.is-it-safe-today,کیا آج جانا محفوظ ہے؟,,kyā āj jānā mahfūz hai?,kjˈaː ˈaːɟ ɟˈaːnaː mˌeːhfˈuːz hɛ,,2,ur-agent-v1;ipa=espeak
weather.how-cold-at-night,رات کو کتنی سردی ہوتی ہے؟,,rāt ko kitnī sardī hotī hai?,ɾˈaːt kˈoː kˈɪtni sˈʌɾdi hˈoːti hɛ,,2,ur-agent-v1;ipa=espeak
weather.rain,بارش,,bārish,bˈaːɾɪʃ,,2,ur-agent-v1;ipa=espeak
weather.snow,برف,,barf,bˈʌɾəf,,2,ur-agent-v1;ipa=espeak
