concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
time-scheduling.what-time-is-it,کتنے بجے ہیں؟,ٹائم کیا ہے؟,kitne baje haiñ?,kˈɪtneː bˈʌɟeː hẽ,,2,ur-agent-v1;ipa=espeak
time-scheduling.how-many-minutes,کتنے منٹ؟,,kitne minaṭ?,kˈɪtneː mˈɪnɪʈ,,2,ur-agent-v1;ipa=espeak
time-scheduling.what-time-should-we-meet,کتنے بجے ملیں؟,,kitne baje mileñ?,kˈɪtneː bˈʌɟeː mɪlˈeːn,,2,ur-agent-v1;ipa=espeak
time-scheduling.can-we-change-the-time,کیا وقت بدلا جا سکتا ہے؟,کیا وقت تبدیل ہو سکتا ہے؟,kyā waqt badlā jā saktā hai?,kjˈaː ʋˈaqt bˈʌdlˌaː ɟˈaː sˈʌktˌaː hɛ,,2,ur-agent-v1;ipa=espeak
time-scheduling.when-is-convenient,آپ کو کب ٹھیک رہے گا؟,آپ کو کب مناسب ہو گا؟,āp ko kab ṭhīk rahe gā?,ˌaːp kˈoː kˈʌb ʈʰˈiːk ɾˈʌheː ɡaː,,2,ur-agent-v1;ipa=espeak
time-scheduling.what-is-today-s-date,آج کون سی تاریخ ہے؟,آج کی تاریخ کیا ہے؟,āj kaun sī tārīkh hai?,ˈaːɟ kˈoːn sˈiː taːɾˈiːx hɛ,,2,ur-agent-v1;ipa=espeak
time-scheduling.what-day-is-it-today,آج کون سا دن ہے؟,,āj kaun sā din hai?,ˈaːɟ kˈoːn sˈaː dˈɪn hɛ,,2,ur-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-open,کتنے بجے کھلتا ہے؟,,kitne baje khultā hai?,kˈɪtneː bˈʌɟeː kʰˈʊltaː hɛ,,2,ur-agent-v1;ipa=espeak
time-scheduling.what-time-does-it-close,کتنے بجے بند ہوتا ہے؟,,kitne baje band hotā hai?,kˈɪtneː bˈʌɟeː bˈʌnd hˈoːtaː hɛ,,2,ur-agent-v1;ipa=espeak
time-scheduling.how-long-does-it-take,کتنا وقت لگے گا؟,کتنی دیر لگے گی؟,kitnā waqt lage gā?,kˈɪtnaː ʋˈaqt lˈʌɡeː ɡaː,,2,ur-agent-v1;ipa=espeak
time-words.today,آج,,āj,ˈaːɟ,,2,ur-agent-v1;ipa=espeak
time-words.tomorrow,کل,,kal,kˈʌl,"the same word as yesterday; the verb tense disambiguates, and آنے والا کل makes it explicit",2,ur-agent-v1;ipa=espeak
time-words.yesterday,کل,,kal,kˈʌl,the same word as tomorrow; گزشتہ روز makes it explicit,2,ur-agent-v1;ipa=espeak
time-words.this-week,اِس ہفتے,,is hafte,ˈɪs hˈʌftˌeː,pointed because unpointed اس is both 'this' and 'that',2,ur-agent-v1;ipa=espeak
time-words.next-week,اگلے ہفتے,,agle hafte,ˈaɡlˌeː hˈʌftˌeː,,2,ur-agent-v1;ipa=espeak
time-words.morning,صبح,,subah,sˌəbˈah,,2,ur-agent-v1;ipa=espeak
time-words.afternoon,دوپہر,,dopahar,dˈoːpəhˌəɾ,,2,ur-agent-v1;ipa=espeak
time-words.evening,شام,,shām,ʃˈaːm,,2,ur-agent-v1;ipa=espeak
time-words.spring,بہار,موسمِ بہار,bahār,bəhˈaːɾ,,2,ur-agent-v1;ipa=espeak
time-words.summer,گرمی,موسمِ گرما,garmī,ɡˈʌɾmˌiː,موسمِ گرما is the weather-report and official form,2,ur-agent-v1;ipa=espeak
time-words.fall,خزاں,موسمِ خزاں,khizāñ,xɪzˈaːn,Perso-Arabic; the Hindi پت جھڑ is not used in Pakistan,2,ur-agent-v1;ipa=espeak
time-words.winter,سردی,موسمِ سرما,sardī,sˈʌɾdi,,2,ur-agent-v1;ipa=espeak
time-words.night,رات,,rāt,ɾˈaːt,,2,ur-agent-v1;ipa=espeak
days-of-week.monday,پیر,,pīr,pˈeːɾ,the Pakistani form; Indian Urdu prefers the -وار set (سوموار، منگل وار، بدھ وار). پیر is also the word for a spiritual guide,2,ur-agent-v1;ipa=espeak
days-of-week.tuesday,منگل,,mangal,mˈʌnɡəl,,2,ur-agent-v1;ipa=espeak
days-of-week.wednesday,بدھ,,budh,bˈʊdʰ,,2,ur-agent-v1;ipa=espeak
days-of-week.thursday,جمعرات,,jumerāt,ɟˌʊmeːɾˈaːt,,2,ur-agent-v1;ipa=espeak
days-of-week.friday,جمعہ,,juma,ɟˈʊmaː,"offices and shops in Pakistan close for a long midday break for Friday prayers, but Friday is a working day",2,ur-agent-v1;ipa=espeak
