concept_id,text,text_alt,romanization_bgn,ipa,literal,confidence,provenance
emergency-medical.help,مدد!,بچاؤ!,madad!,mˈʌdəd,,2,ur-med-v1;ipa=espeak
emergency-medical.please-call-an-ambulance,ایمبولینس بلائیے,,aimbūlens bulā’iye,ˌeːmboːlˈiːns bəlˈaːiˌeː,,2,ur-med-v1;ipa=espeak
emergency-medical.i-need-a-doctor,مجھے ڈاکٹر چاہیے,,mujhe ḍākṭar chāhiye,mˌʊɟʰeː ɖˌaːkʈˈaɾ cˈaːhjeː,,2,ur-med-v1;ipa=espeak
emergency-medical.i-am-sick,میں بیمار ہوں,,maiñ bīmār hūñ,mˈẽ bimˈaːɾ hũː,,2,ur-med-v1;ipa=espeak
emergency-medical.i-am-injured,مجھے چوٹ لگی ہے,,mujhe choṭ lagī hai,mˌʊɟʰeː cˈoːʈ lˈʌɡi hɛ,I have been injured -- زخمی/گھایل read as gravely wounded,2,ur-med-v1;ipa=espeak
emergency-medical.it-hurts-here,یہاں درد ہے,,yahāñ dard hai,jˈʌhãː dˈʌɾd hɛ,,2,ur-med-v1;ipa=espeak
emergency-medical.where-is-a-pharmacy,میڈیکل اسٹور کہاں ہے؟,دوا خانہ کہاں ہے؟,meḍikal isṭor kahāñ hai?,meːɖˈiːkəl ɪsʈˈoːɾ kˈʌhãː hɛ,"Pakistani pharmacies sign themselves Medical Store, in English and in Urdu transcription",2,ur-med-v1;ipa=espeak
emergency-medical.please-take-me-to-a-hospital,مجھے ہسپتال لے چلیے,,mujhe hasptāl le chaliye,mˌʊɟʰeː hˈaspatˌaːl lˈeː cˈʌljeː,Pakistan writes ہسپتال where Indian Urdu writes اسپتال,2,ur-med-v1;ipa=espeak
emergency-medical.i-feel-unwell,میری طبیعت ٹھیک نہیں,,merī tabī’at ṭhīk nahīñ,mˈeːɾi tˌabiˈat ʈʰˈiːk nahˈĩː,,2,ur-med-v1;ipa=espeak
emergency-medical.this-is-an-emergency,یہ ایمرجنسی ہے,,yah aimarjansī hai,jeːh ˌeːməɾəɟˈʌnsi hɛ,,2,ur-med-v1;ipa=espeak
emergency-medical.i-am-having-a-severe-allergic-reaction,مجھے شدید الرجی ہو رہی ہے، اینافلیکسس,,"mujhe shadīd alarjī ho rahī hai, aināfilaiksis",mˌʊɟʰeː ʃədˈiːd alɾˈʌɟi hˈoː ɾˈʌhi hɛ ˌeːnaːflˈiːkəsˌəs,the clinical term is appended so a doctor reads the right condition,2,ur-med-v1;ipa=espeak
emergency-medical.i-cannot-breathe,مجھے سانس نہیں آ رہی,,mujhe sāns nahīñ ā rahī,mˌʊɟʰeː sˈaːns nahˈĩː ˈaː ɾˈʌhi,,2,ur-med-v1;ipa=espeak
emergency-medical.i-am-bleeding-badly,بہت خون بہہ رہا ہے,,bahut khūn bah rahā hai,bˈahʊt xˈuːn bˈɛha ɾˈʌhaː hɛ,,2,ur-med-v1;ipa=espeak
emergency-medical.i-have-chest-pain,میرے سینے میں درد ہے,,mere sīne meñ dard hai,mˈeːɾeː sˈiːneː mˈẽ dˈʌɾd hɛ,,2,ur-med-v1;ipa=espeak
emergency-medical.this-person-is-unconscious,یہ شخص بے ہوش ہے,,yah shakhs be-hosh hai,jeːh ʃˈaxs beː hˈoːʃ hɛ,,2,ur-med-v1;ipa=espeak
emergency-medical.where-is-the-nearest-hospital,قریب ترین ہسپتال کہاں ہے؟,,qarīb-tarīn hasptāl kahāñ hai?,qəɾˈiːb təɾˈiːn hˈaspatˌaːl kˈʌhãː hɛ,,2,ur-med-v1;ipa=espeak
emergency-medical.what-is-the-emergency-number,ایمرجنسی نمبر کیا ہے؟,,aimarjansī nambar kyā hai?,ˌeːməɾəɟˈʌnsi nˈʌmbəɾ kjˈaː hɛ,,2,ur-med-v1;ipa=espeak
emergency-medical.is-there-a-doctor-who-speaks-english,کیا کوئی ڈاکٹر {source} بولتا ہے؟,,kyā ko’ī ḍākṭar {source} boltā hai?,kjˈaː kˈoːi ɖˌaːkʈˈaɾ {source} bˈoːltˌaː hɛ,,2,ur-med-v1;ipa=espeak
emergency-medical.i-think-a-bone-is-broken,لگتا ہے ہڈی ٹوٹ گئی ہے,,lagtā hai haḍḍī ṭūṭ ga’ī hai,lˈʌɡtˌaː hɛ hˈʌɖi ʈˈuːʈ ɡˈai hɛ,,2,ur-med-v1;ipa=espeak
emergency-medical.please-call-my-emergency-contact,میرے ایمرجنسی نمبر پر فون کیجیے,,mere aimarjansī nambar par fon kījiye,mˈeːɾeː ˌeːməɾəɟˈʌnsi nˈʌmbəɾ pˈʌɾ fˈoːn kˈiːɟiˌeː,,2,ur-med-v1;ipa=espeak
emergency-medical.i-have-travel-insurance,میرا سفری بیمہ ہے,,merā safarī bīma hai,mˈeːɾaː sˈʌfɾˌiː bˈiːma hɛ,,2,ur-med-v1;ipa=espeak
medical-conditions.i-am-diabetic,مجھے شوگر ہے,مجھے ذیابیطس ہے,mujhe shugar hai,mˌʊɟʰeː ʃˈoːɡəɾ hɛ,شوگر is what every Pakistani says and understands; ذیابیطس is the written medical term,2,ur-med-v1;ipa=espeak
medical-conditions.i-need-insulin,مجھے انسولین چاہیے,,mujhe insūlīn chāhiye,mˌʊɟʰeː ˈansoːlˌiːn cˈaːhjeː,,2,ur-med-v1;ipa=espeak
medical-conditions.i-have-asthma,مجھے دمہ ہے,,mujhe dama hai,mˌʊɟʰeː dˈʌmˌa hɛ,,2,ur-med-v1;ipa=espeak
medical-conditions.i-have-a-heart-condition,مجھے دل کی بیماری ہے,,mujhe dil kī bīmārī hai,mˌʊɟʰeː dˈɪl ki bimˈaːɾi hɛ,,2,ur-med-v1;ipa=espeak
medical-conditions.i-am-allergic-to-penicillin,مجھے پینسلین سے الرجی ہے,,mujhe pinsilin se alarjī hai,mˌʊɟʰeː pˈeːnsəlˌiːn seː alɾˈʌɟi hɛ,,2,ur-med-v1;ipa=espeak
medical-conditions.i-have-epilepsy,مجھے مرگی ہے,,mujhe mirgī hai,mˌʊɟʰeː mˈʌɾɡˌiː hɛ,,2,ur-med-v1;ipa=espeak
medical-conditions.my-blood-sugar-is-low,میری شوگر کم ہو گئی ہے,,merī shugar kam ho ga’ī hai,mˈeːɾi ʃˈoːɡəɾ kˈʌm hˈoː ɡˈai hɛ,,2,ur-med-v1;ipa=espeak
medical-conditions.i-need-my-inhaler,مجھے میرا انہیلر چاہیے,,mujhe merā inhelar chāhiye,mˌʊɟʰeː mˈeːɾaː ˌanhˈiːləɾ cˈaːhjeː,,2,ur-med-v1;ipa=espeak
medical-conditions.i-am-pregnant,میں حاملہ ہوں,میں امید سے ہوں,maiñ hāmila hūñ,mˈẽ hˈaːməla hũː,the alternative is the everyday euphemism; the clinical word is in text because this is a medical row,2,ur-med-v1;ipa=espeak
medical-conditions.i-carry-an-adrenaline-injector,میرے پاس ایڈرینالین انجیکٹر ہے,,mere pās aiḍrenālīn injekṭar hai,mˈeːɾeː pˈaːs ˌeːɖɾˌiːnaːlˈiːn ɪnɟˈeːkʈəɾ hɛ,,2,ur-med-v1;ipa=espeak
medical-conditions.i-take-medicine-for,مجھے {} کی دوا لینی پڑتی ہے,,mujhe {} kī dawā lenī paṛtī hai,mˌʊɟʰeː {} ki dˈaʋaː lˈeːni pˈʌɽtˌiː hɛ,,2,ur-med-v1;ipa=espeak
