concept_id,section_id,default_template,kind,slug_en,rank,importance,cluster_id,cluster_rank,slots,register,notes
weather.forecast,weather,entry,phrase,forecast,1,0.560,weather.forecast,0,0,neutral,
weather.will-it-rain,weather,entry,phrase,will-it-rain,2,0.545,weather.forecast,1,0,neutral,
weather.is-it-safe-today,weather,entry,phrase,is-it-safe-today,3,0.530,weather.safety,0,0,neutral,"Asks whether conditions today make a trail, road or crossing safe. Pairs with the hike sections."
weather.how-cold-at-night,weather,entry,phrase,how-cold-at-night,4,0.515,weather.temperature,0,0,neutral,"Asks the overnight low, for deciding on clothing or shelter."
weather.rain,weather,ref,word,rain,5,0.500,weather.rain,0,0,neutral,
weather.snow,weather,ref,word,snow,6,0.488,weather.snow,0,0,neutral,
weather.wind,weather,ref,word,wind,7,0.476,weather.wind,0,0,neutral,
weather.storm,weather,ref,word,storm,8,0.464,weather.storm,0,0,neutral,"Generic; render with the regional word where one dominates, e.g. typhoon in East Asia."
weather.ice,weather,ref,word,ice,9,0.452,weather.ice,0,0,neutral,"Ice on ground or road, not ice for a drink."
weather.fog,weather,ref,word,fog,10,0.440,weather.fog,0,0,neutral,
weather.heat,weather,ref,word,heat,11,0.428,weather.heat,0,0,neutral,
weather.cold,weather,ref,word,cold,12,0.416,weather.cold,0,0,neutral,
weather.humid,weather,ref,word,humid,13,0.404,weather.humid,0,0,neutral,
weather.sunrise,weather,ref,word,sunrise,14,0.392,weather.sunrise,0,0,neutral,
weather.flood,weather,ref,word,flood,15,0.368,weather.flood,0,0,neutral,As seen on warnings and closure notices.
weather.avalanche-risk,weather,ref,word,avalanche-risk,16,0.356,weather.avalanche-risk,0,0,neutral,Mountain warning wording.
trail-words.trail,trail-words,ref,word,trail,1,0.500,trail-words.trail,0,0,neutral,
trail-words.trailhead,trail-words,ref,word,trailhead,2,0.489,trail-words.trailhead,0,0,neutral,
trail-words.summit,trail-words,ref,word,summit,3,0.477,trail-words.summit,0,0,neutral,
trail-words.viewpoint,trail-words,ref,word,viewpoint,4,0.466,trail-words.viewpoint,0,0,neutral,
trail-words.cableway,trail-words,ref,word,cableway,5,0.455,trail-words.cableway,0,0,neutral,
trail-words.shuttle-bus,trail-words,ref,word,shuttle-bus,6,0.443,trail-words.shuttle-bus,0,0,neutral,
trail-words.park-shuttle,trail-words,ref,word,park-shuttle,7,0.432,trail-words.park-shuttle,0,0,neutral,
trail-words.steps,trail-words,ref,word,steps,8,0.420,trail-words.steps,0,0,neutral,
trail-words.up-uphill,trail-words,ref,word,up-uphill,9,0.409,trail-words.up-uphill,0,0,neutral,
trail-words.down-downhill,trail-words,ref,word,down-downhill,10,0.398,trail-words.down-downhill,0,0,neutral,
trail-words.one-way,trail-words,ref,word,one-way,11,0.386,trail-words.one-way,0,0,neutral,
trail-words.round-trip,trail-words,ref,word,round-trip,12,0.375,trail-words.round-trip,0,0,neutral,
hiking-parks.is-this-the-way-to,hiking-parks,entry,template,is-this-the-way-to,1,0.480,hiking-parks.is-this-the-way-to,0,1,neutral,
hiking-parks.where-is-the-trailhead,hiking-parks,entry,phrase,where-is-the-trailhead,2,0.450,hiking-parks.where-is-the-trailhead,0,0,neutral,
hiking-parks.how-long-to-the-summit,hiking-parks,entry,phrase,how-long-to-the-summit,3,0.420,hiking-parks.how-long-to-the-summit,0,0,neutral,
hiking-parks.how-long-to-the-viewpoint,hiking-parks,entry,phrase,how-long-to-the-viewpoint,4,0.390,hiking-parks.how-long-to-the-viewpoint,0,0,neutral,
hiking-parks.which-route-is-easier,hiking-parks,entry,phrase,which-route-is-easier,5,0.360,hiking-parks.which-route-is-easier,0,0,neutral,
hiking-parks.is-this-trail-suitable-for-beginners,hiking-parks,entry,phrase,is-this-trail-suitable-for-beginners,1006,0.408,hiking-parks.is-this-trail-suitable-for-beginners,0,0,neutral,
trail-conditions.how-long-is-the-full-route,trail-conditions,refphrase,phrase,how-long-is-the-full-route,1,0.440,trail-conditions.how-long-is-the-full-route,0,0,neutral,
trail-conditions.can-we-return-the-same-way,trail-conditions,refphrase,phrase,can-we-return-the-same-way,2,0.418,trail-conditions.can-we-return-the-same-way,0,0,neutral,
trail-conditions.can-we-return-before-dark,trail-conditions,refphrase,phrase,can-we-return-before-dark,3,0.396,trail-conditions.can-we-return-before-dark,0,0,neutral,
trail-conditions.is-the-trail-open,trail-conditions,refphrase,phrase,is-the-trail-open,4,0.374,trail-conditions.is-the-trail-open,0,0,neutral,
trail-conditions.is-the-route-steep,trail-conditions,refphrase,phrase,is-the-route-steep,5,0.352,trail-conditions.is-the-route-steep,0,0,neutral,
trail-conditions.is-the-path-slippery,trail-conditions,refphrase,phrase,is-the-path-slippery,6,0.330,trail-conditions.is-the-path-slippery,0,0,neutral,
trail-transport.how-long-is-the-queue,trail-transport,refphrase,phrase,how-long-is-the-queue,1,0.420,trail-transport.how-long-is-the-queue,0,0,neutral,
trail-transport.what-time-is-the-last-shuttle,trail-transport,refphrase,phrase,what-time-is-the-last-shuttle,2,0.403,trail-transport.what-time-is-the-last-shuttle,0,0,neutral,
trail-transport.when-does-the-cableway-stop,trail-transport,refphrase,phrase,when-does-the-cableway-stop,3,0.385,trail-transport.when-does-the-cableway-stop,0,0,neutral,
trail-transport.where-can-we-buy-water,trail-transport,refphrase,phrase,where-can-we-buy-water,4,0.367,trail-transport.where-can-we-buy-water,0,0,neutral,
trail-transport.where-can-we-refill-water,trail-transport,refphrase,phrase,where-can-we-refill-water,5,0.350,trail-transport.where-can-we-refill-water,0,0,neutral,
trail-transport.is-there-cell-signal-here,trail-transport,refphrase,phrase,is-there-cell-signal-here,6,0.332,trail-transport.is-there-cell-signal-here,0,0,neutral,
trail-transport.do-you-have-a-map,trail-transport,refphrase,phrase,do-you-have-a-map,7,0.315,trail-transport.do-you-have-a-map,0,0,neutral,
trail-transport.how-long-is-the-wait,trail-transport,refphrase,phrase,how-long-is-the-wait,1001,0.357,trail-transport.how-long-is-the-wait,0,0,neutral,
trail-warnings.open,trail-warnings,ref,word,open,1,0.460,trail-warnings.open,0,0,neutral,
trail-warnings.closed,trail-warnings,ref,word,closed,2,0.446,trail-warnings.closed,0,0,neutral,
trail-warnings.maintenance,trail-warnings,ref,word,maintenance,3,0.431,trail-warnings.maintenance,0,0,neutral,
trail-warnings.steep-slope,trail-warnings,ref,word,steep-slope,4,0.417,trail-warnings.steep-slope,0,0,neutral,
trail-warnings.caution-slippery,trail-warnings,ref,word,caution-slippery,5,0.403,trail-warnings.caution-slippery,0,0,neutral,
trail-warnings.danger,trail-warnings,ref,word,danger,6,0.388,trail-warnings.danger,0,0,neutral,
trail-warnings.beware-falling-rocks,trail-warnings,ref,word,beware-falling-rocks,7,0.374,trail-warnings.beware-falling-rocks,0,0,neutral,
trail-warnings.first-aid-station,trail-warnings,ref,word,first-aid-station,8,0.359,trail-warnings.first-aid-station,0,0,neutral,
trail-warnings.service-suspended,trail-warnings,ref,word,service-suspended,9,0.345,trail-warnings.service-suspended,0,0,neutral,
trail-landmarks.trail-marker,trail-landmarks,ref,word,trail-marker,1,0.400,trail-landmarks.trail-marker,0,0,neutral,
trail-landmarks.fork-junction,trail-landmarks,ref,word,fork-junction,2,0.388,trail-landmarks.fork-junction,0,0,neutral,
trail-landmarks.boardwalk-cliff-path,trail-landmarks,ref,phrase,boardwalk-cliff-path,3,0.375,trail-landmarks.boardwalk-cliff-path,0,0,neutral,
trail-landmarks.start,trail-landmarks,ref,word,start,4,0.363,trail-landmarks.start,0,0,neutral,
trail-landmarks.end,trail-landmarks,ref,word,end,5,0.350,trail-landmarks.end,0,0,neutral,
trail-landmarks.elevation,trail-landmarks,ref,word,elevation,6,0.338,trail-landmarks.elevation,0,0,neutral,
trail-landmarks.sunset,trail-landmarks,ref,word,sunset,7,0.325,trail-landmarks.sunset,0,0,neutral,
trail-landmarks.water-point,trail-landmarks,ref,word,water-point,9,0.300,trail-landmarks.water-point,0,0,neutral,
