concept_id,section_id,default_template,kind,slug_en,rank,importance,cluster_id,cluster_rank,slots,register,applies_to,notes
profanity.oh-my-god,profanity,entry,phrase,oh-my-god,1,0.255,profanity.oath,0,0,neutral,,"an oath of shock at a situation -- pain, a near miss, bad news. Religious in almost every language here and profanity in almost none of them, which is why it is the bottom rung: it is the row that tells a reader the shouting near them is dismay rather than anger. The most universal concept in the section -- realised in twenty-one of the twenty-three languages, the two exceptions being Klingon and Quenya, which are short everywhere."
profanity.damn,profanity,entry,phrase,damn,2,0.250,profanity.oath,1,0,casual,,"a mild curse at a situation, never at a person. Damnation, disease or bad luck rather than anatomy in almost all of these languages, which is what keeps it printable and what makes it travel. Blank only in Swahili, where the dictionary word (laana) is a noun that two reviewers agreed is not exclaimed and the everyday interjection is in no dictionary."
profanity.expletive,profanity,entry,phrase,expletive,3,0.235,profanity.expletive,0,0,vulgar,,"the everyday coarse expletive -- the word a native says when something goes wrong. Scatological in most packs, a disease or animal name in three, and a deliberate stand-in for a legally banned word in Russian. Blank only in Korean, where both candidates fail: the older word is dated and glossed with the wrong disease, and its replacement derives from a word for epilepsy, which is a slur."
profanity.strong-expletive,profanity,entry,phrase,strong-expletive,4,0.190,profanity.expletive,1,0,taboo,,"the strongest general expletive a language has that is not aimed at anyone. This is the rung the slur rule empties, and it is blank in ten of the twenty-three languages, because their strongest word targets a person's mother, a person's religion or a person's body and is therefore out of scope -- or, in Russian, because mat is a legally proscribed register rather than merely a strong one. The gap is the finding rather than an omission, which is what the strength-warning note exists to say."
profanity.intensifier,profanity,entry,word,intensifier,5,0.200,profanity.intensifier,0,0,vulgar,,"the attributive intensifier -- English fucking, German Scheiss-, Japanese kuso-, Korean gae-. Comprehension only: it carries no meaning of its own, so a reader who does not know it hears an insult where there is only emphasis. It is also the concept most prone to a reversed gloss -- Brazilian do caralho and Greek diaolemeno are both frequently *approving*, and both were caught by the cross-check and replaced. Blank only in Indonesian and Swahili, which intensify postposed or by reduplication with no coarse form at all."
profanity.frustration,profanity,entry,phrase,frustration,6,0.215,profanity.frustration,0,0,casual,,"a whole sentence rather than an interjection: this is rubbish, this is a mess. The one coarse row a traveller can safely say out loud, which is why it scores above both expletive rungs."
profanity.thats-rude,profanity,entry,phrase,thats-rude,7,0.240,profanity.meta,1,0,neutral,,"the warning: said to a companion or a child, or to tell someone their language is out of line. Not an insult back -- every go-to-hell formula was refused under the rule against anything whose only use is to provoke, and this is what a reader needs instead of one. Several languages realise it as an imperative rather than a predication (Thai, Mandarin), which is what those languages do here."
profanity.excuse-my-language,profanity,entry,phrase,excuse-my-language,8,0.260,profanity.meta,0,0,polite,,"the repair move, and the highest-scored row here: the only one that is polite in every language, and the one a reader is most likely to need after any of the others. It is also the only row in the section with a use that is not recognition, so it takes the polite form everywhere -- Italian went out at Scusa and came back as Scusi for exactly that reason."
profanity.strength-warning,profanity,note,note,strength-warning,9,0.270,profanity.strength-warning,0,0,neutral,,"One line of prose in the reader's own language, and the only note in the corpus with no applies_to -- because what it says is true of every target rather than of one. Strength does not survive translation, so the gloss carries the meaning and nothing on a default card carries the force; this is what carries the force. It also discloses the exclusion, since a reader who does not know a rung was left out would read a blank as the language being mild -- which is the opposite of the truth for Italian, Russian, Turkish, Arabic and Hindi."
profanity.japanese-register,profanity,note,note,japanese-register,10,0.250,profanity.japanese-register,0,0,neutral,ja,"Japanese does almost none of this with vocabulary, so its rows are thin by fact rather than by omission and a reader needs to be told which. Contempt is carried by grammar -- pronoun choice, the plain imperative, the abrupt verb endings -- which is not a phrase any row can hold. No Japanese word is quoted in it: the note renders in the reader's own face and check_drawable is fatal on a note, so a romanised kisama would be fine but a kana one is a box on twelve of the twenty sheets, and naming the mechanism is the more useful half anyway."
